id,company,store,tel,,,
416008,社会福祉法人太陽福祉会,,0258-52-015,,,
425060,社会福祉法人太陽福祉会,,0258-52-0151,,,
444898,社会福祉法人太陽福祉会,,0256-36-7560,,,
531371,社会福祉法人太陽福祉会,,0258-52-0154,,,
729746,社会福祉法人光誠会,,028-680-3555,,,
392216,社会福祉法人相和会,,018-236-1211,,,
399023,社会福祉法人相和会,,0182-36-1211,,,
399833,社会福祉法人相和会,,0182-36-1211,,,
406968,社会福祉法人相和会,,018-236-1211,,,
521632,社会福祉法人相和会,,0182-35-6021,,,
521647,社会福祉法人相和会,,0182‐35‐6021,,,
521648,社会福祉法人相和会,,0182-32-1171,,,
521658,社会福祉法人相和会,,0182-35-6131,,,
532531,社会福祉法人相和会,,018-236-1211,,,
117524,有限会社共寿会,,073-474-8850,,,
146189,有限会社共寿会,,073-474-7224,,,
438531,社会福祉法人真福会,,0735-31-7125,,,
117537,社会福祉法人平成会みずほ園,,073-479-3740,,,
529134,社会福祉法人敬和会,,0285-40-0102,,,
117645,有限会社陽のあたる場所,,0284-20-2880,,,
405339,社会福祉法人慈愛会,,0950-57-1966,,,
412336,社会福祉法人慈愛会,,0966-33-0011,,,
417929,社会福祉法人慈愛会,,0950-57-1966,,,
417959,社会福祉法人慈愛会,,0966-33-0011,,,
118030,株式会社CareNation,,0742-93-5710,,,
134387,株式会社CareNation,,052-899-3566,,,
262460,株式会社CareNation,,052-899-3566,,,
450707,株式会社CareNation,,0742-93-5710,,,
769142,株式会社CareNation,,0742-93-5710,,,
146214,株式会社ライフエール,,072-848-1184,,,
686398,株式会社ライフエール,,019-123-3860,,,
864090,株式会社ライフエール,,0743-86-4771,,,
118034,社会福祉法人青洲会,,029-832-3550,,,
147235,社会福祉法人青洲会,,0297-57-1223,,,
147946,社会福祉法人青洲会,,0297-20-7225,,,
406238,社会福祉法人青洲会,,029-832-3550,,,
430703,社会福祉法人青洲会,,029-893-3113,,,
516641,社会福祉法人青洲会,,029-893-3113,,,
528808,社会福祉法人青洲会,,029-832-3550,,,
529040,社会福祉法人青洲会,,0297-20-7225,,,
553617,社会福祉法人青洲会,,029-893-3113,,,
581310,社会福祉法人青洲会,,0297-57-1223,,,
584583,社会福祉法人青洲会,,0297-57-1223,,,
589710,社会福祉法人青洲会,,0297-47-2011,,,
593319,社会福祉法人青洲会,,029-831-9711,,,
593353,社会福祉法人青洲会,,029-747-2011,,,
742537,社会福祉法人青洲会,,0297-20-7225,,,
773857,社会福祉法人青洲会,,0297-57-1223,,,
914731,社会福祉法人青洲会,,0297-57-1223,,,
927100,社会福祉法人青洲会,,0297-57-1223,,,
957919,社会福祉法人青洲会,,0297-57-1223,,,
984069,社会福祉法人青洲会,,029-831-9711,,,
991744,社会福祉法人青洲会,,029-831-9711,,,
1001391,社会福祉法人青洲会,,029-831-9711,,,
1005963,社会福祉法人青洲会,社会福祉法人青洲会特別養護老人ホームこほく,029-831-9711,,,
501293,社会福祉法人武仁会,,0291-34-3050,,,
568218,社会福祉法人武仁会,,029-134-3050,,,
580100,社会福祉法人武仁会,,029-134-3050,,,
593055,社会福祉法人武仁会,,029-134-3050,,,
598906,株式会社アクティブライフ,,0797-25-7100,,,
598935,株式会社アクティブライフ,,0797-82-3200,,,
768529,株式会社アクティブライフ,,0742-51-1165,,,
806953,株式会社アクティブライフ,株式会社アクティブライフ愛岐リハビリデイサービス,0572-23-6867,,,
118052,ばくのゆめ なら山産業株式会社,,0742-30-2892,,,
416989,社会福祉法人郁慈会,,025-239-2565,,,
769209,社会福祉法人郁慈会,,0745-43-6273,,,
801975,社会福祉法人郁慈会,ユートピアゆり,0745-43-6273,,,
769093,社会福祉法人協同福祉会,,0742-45-6541,,,
875788,社会福祉法人協同福祉会,,027-287-4165,,,
148200,有限会社とらい・あんぐる,,0744-22-3851,,,
413070,有限会社とらい・あんぐる,,0744-22-3851,,,
512707,ポシブル医科学株式会社,,06-6867-6165,,,
565159,ポシブル医科学株式会社,,06-6626-5533,,,
670263,ポシブル医科学株式会社,,042-620-5525,,,
676024,ポシブル医科学株式会社,,06-6618-5592,,,
768468,ポシブル医科学株式会社,,0745-92-5510,,,
803504,ポシブル医科学株式会社,,0745-92-5510,,,
529975,社会福祉法人恵風会,,027-231-3430,,,
571184,社会福祉法人恵風会,,086-274-7710,,,
683087,社会福祉法人恵風会,,027-231-3430,,,
118080,有限会社祥寿会,,0744-44-1888,,,
118081,有限会社祥寿会,,0744-44-1888,,,
136642,有限会社祥寿会,,0744−44−1888,,,
413085,有限会社祥寿会,,0744-44-1888,,,
687493,有限会社祥寿会,,074-444-1888,,,
802032,有限会社祥寿会,河合なぐらの里,0744-44-1888,,,
118082,株式会社アイユウ,,0743-75-1477,,,
118083,株式会社アイユウ,,0743-75-1477,,,
146192,株式会社アイユウ,,0743-71-6002,,,
263438,株式会社アイユウ,,0743-71-6002,,,
361153,株式会社アイユウ,,0743-75-1477,,,
413052,株式会社アイユウ,,0743-71-6002,,,
413057,株式会社アイユウ,,0743-75-1477,,,
777693,株式会社アイユウ,株式会社アイユウ,0743-75-1477,,,
118235,社会福祉法人元気の里とかち,,0155-26-7130,,,
399514,社会福祉法人元気の里とかち,,0155-26-7130,,,
406210,社会福祉法人元気の里とかち,,0155-26-7130,,,
577999,社会福祉法人元気の里とかち,,0155-66-6230,,,
816848,社会福祉法人元気の里とかち,清流の里グループホーム,0155-43-5552,,,
118253,株式会社健康会,,011-768-7230,,,
685730,株式会社健康会,,011-802-7089,,,
687713,株式会社健康会,,011-299-3842,,,
687730,株式会社健康会,,011-376-1012,,,
687777,株式会社健康会,,011-802-7089,,,
694055,株式会社健康会,,03-6424-9266,,,
118257,株式会社ゆあスタッフ,,019-907-2050,,,
839190,株式会社ゆあスタッフ,,019-907-2050,,,
853834,株式会社ゆあスタッフ,,019-907-2050,,,
679455,株式会社アルテライフ,,019-634-0440,,,
691719,株式会社アルテライフ,,019-662-6337,,,
1005054,株式会社アルテライフ,株式会社アルテライフ,019-634-0440,,,
118264,株式会社ソーシャルライズ,,022-352-3556,,,
580229,株式会社ソーシャルライズ,,022-352-3556,,,
679533,株式会社ソーシャルライズ,,022-738-7378,,,
755807,株式会社ソーシャルライズ,,022-252-8266,,,
756035,株式会社ソーシャルライズ,,022-397-2616,,,
759005,株式会社ソーシャルライズ,,022-397-2616,,,
759089,株式会社ソーシャルライズ,,022-395-3067,,,
996357,株式会社ケアミックス・ジャパン,,0224-62-0133,,,
118268,社会福祉法人思恩会,,0235-76-3735,,,
419661,社会福祉法人思恩会,,0235-76-3735,,,
521679,社会福祉法人思恩会,,0235-76-3735,,,
510865,ソーシャルインクルー株式会社,,0765-83-2855,,,
510866,ソーシャルインクルー株式会社,,076-492-2531,,,
672747,ソーシャルインクルー株式会社,,017-240-0726,,,
802966,ソーシャルインクルー株式会社,,073-492-5110,,,
803249,ソーシャルインクルー株式会社,,077-561-8111,,,
1010255,ソーシャルインクルー株式会社,ソーシャルインクルーホーム熊谷広瀬,048-579-5197,,,
131316,あさひ福祉サービス株式会社,,026-266-0687,,,
131744,あさひ福祉サービス株式会社,,026-214-9896,,,
424731,あさひ福祉サービス株式会社,,026-214-9896,,,
424751,あさひ福祉サービス株式会社,,026-266-0687,,,
553209,あさひ福祉サービス株式会社,,026-214-9896,,,
567275,あさひ福祉サービス株式会社,,026-224-8810,,,
567375,あさひ福祉サービス株式会社,,026-266-0687,,,
565715,メディカルケア株式会社,,0268-82-5300,,,
567237,メディカルケア株式会社,,026-272-2070,,,
567346,メディカルケア株式会社,,026-272-5020,,,
118468,社会福祉法人柊の郷,,0438-53-8062,,,
482448,社会福祉法人柊の郷,,0438-53-8062,,,
118469,株式会社ヘルスネットワーク,,04-2954-5300,,,
118479,株式会社アーバンアーキテック,,029-276-0660,,,
519374,株式会社アーバンアーキテック,,043-312-5188,,,
563629,株式会社アーバンアーキテック,,028-666-6776,,,
570186,株式会社アーバンアーキテック,,050-8892-5440,,,
581396,株式会社アーバンアーキテック,,043-312-5188,,,
584998,株式会社アーバンアーキテック,,043-312-5188,,,
596789,株式会社アーバンアーキテック,,04-7197-6007,,,
720927,株式会社アーバンアーキテック,,029-276-0660,,,
742667,株式会社アーバンアーキテック,,029-291-3142,,,
742684,株式会社アーバンアーキテック,,029-229-0923,,,
914614,株式会社アーバンアーキテック,,029-276-0660,,,
1010287,株式会社アーバンアーキテック,ご長寿くらぶ埼玉・杉戸,048-053-7518,,,
118502,株式会社ウェルフェアネットワーク,,0766-67-3335,,,
521637,社会福祉法人愛染会,,018-892-7776,,,
426896,セントシェアハウス株式会社,,018-474-316,,,
516745,社会福祉法人杜の里福祉会,,022-289-5111,,,
740714,社会福祉法人いずみノ杜,,0238-40-8839,,,
399622,社会福祉法人松風会,,0238-51-0001,,,
423684,社会福祉法人松風会,,0820-73-0527,,,
488129,社会福祉法人松風会,,03-6436-8899,,,
709864,社会福祉法人松風会,,082-811-8185,,,
130991,社会福祉法人福徳会,,0596-39-8088,,,
414350,社会福祉法人福徳会,,0596-39-8088,,,
806880,社会福祉法人福徳会,社会福祉法人福徳会特別養護老人ホーム白百合園,0596-27-1511,,,
118535,有限会社イマージュ,,04-7182-5800,,,
135898,有限会社イマージュ,,013-425-0238,,,
418089,有限会社イマージュ,,013-425-0238,,,
422701,有限会社イマージュ,,0134-64-9666,,,
482493,有限会社イマージュ,,04-7182-5800,,,
118542,ツルヤ交通株式会社,,048-882-3456,,,
118544,有限会社自在,,03-3929-2208,,,
677082,有限会社自在,,03-3910-4995,,,
683446,有限会社自在,,03-3929-2208,,,
982816,株式会社アメニティ,,027-329-6290,,,
435242,社会福祉法人ゆずの木,,048-483-7330,,,
680045,社会福祉法人ゆずの木,,048-483-7330,,,
685262,社会福祉法人ゆずの木,,048-483-7330,,,
694033,社会福祉法人ゆずの木,,042-670-5311,,,
147219,社会福祉法人友愛,,077-584-4195,,,
554351,社会福祉法人友愛,,077-581-1551,,,
555539,社会福祉法人友愛,,077-584-4195,,,
554346,社会福祉法人寿会,,077-568-2406,,,
554294,社会福祉法人信楽福祉会,,0748-63-2900,,,
131006,株式会社ハピネライフ一光,,059-253-1122,,,
360555,株式会社ハピネライフ一光,,0859-23-2450,,,
712353,株式会社ハピネライフ一光,,0859-23-2450,,,
806825,株式会社ハピネライフ一光,ハーモニーハウスいなべ,059-226-1900,,,
554297,社会福祉法人近江ちいろば会,,0748-74-4147,,,
554298,社会福祉法人近江ちいろば会,,0748-76-3092,,,
147078,有限会社アイリス,,077-566-5167,,,
588890,有限会社アイリス,,072-744-1723,,,
147682,株式会社ポラリス,,045-352-7098,,,
492591,株式会社ポラリス,,045-352-7098,,,
552414,株式会社ポラリス,,045-352-7098,,,
553709,株式会社ポラリス,,045-352-7098,,,
554265,株式会社ポラリス,,059-253-7135,,,
554307,株式会社ポラリス,,0749-65-5678,,,
579400,株式会社ポラリス,,0797-57-5353,,,
579457,株式会社ポラリス,,079-451-5162,,,
579497,株式会社ポラリス,,0797-57-5753,,,
583879,株式会社ポラリス,,072-794-2215,,,
675996,株式会社ポラリス,,072-262-0078,,,
684081,株式会社ポラリス,,045-352-7098,,,
688734,株式会社ポラリス,,088-844-0177,,,
939203,株式会社ポラリス,,022-796-6438,,,
1006201,株式会社ポラリス,ポラリスデイサービスセンター旭ヶ丘,0797-57-5753,,,
118853,株式会社ミツワ,,072-759-4424,,,
118857,社会福祉法人弘道会,,078-923-9230,,,
555516,社会福祉法人弘道会,,078-923-9230,,,
844658,社会福祉法人弘道会,,06-6902-7272,,,
403655,社会福祉法人平成記念会,,088-669-3610,,,
419000,社会福祉法人平成記念会,,088-669-3610,,,
426839,社会福祉法人平成記念会,,0827-78-1111,,,
598036,社会福祉法人平成記念会,,078-858-7557,,,
598666,社会福祉法人平成記念会,,078-858-7588,,,
747063,社会福祉法人平成記念会,グループホーム勝占,088-669-3610,,,
844675,社会福祉法人平成記念会,,045-593-2800,,,
673929,社会福祉法人惠愛園,,079-233-3001,,,
146210,株式会社ファイブシーズヘルスケア,,06-4255-1817,,,
358513,株式会社ファイブシーズヘルスケア,,078-612-5800,,,
581753,株式会社ファイブシーズヘルスケア,,06-4255-1817,,,
598847,株式会社ファイブシーズヘルスケア,,072-790-1513,,,
686172,株式会社ファイブシーズヘルスケア,,06-4255-1817,,,
856217,株式会社ファイブシーズヘルスケア,,06-4255-1817,,,
688536,株式会社アストレ,,078-803-8333,,,
588883,社会福祉法人千種会,,078-431-8181,,,
598888,社会福祉法人千種会,,0798-64-3333,,,
674818,社会福祉法人千種会,,078-967-5566,,,
807071,社会福祉法人千種会,社会福祉法人千種会複合型有料老人ホームLes...,078-431-0001,,,
131525,株式会社シニアスタイル,,00798-31--2781,,,
576810,株式会社シニアスタイル,,06-6480-8379,,,
673849,株式会社シニアスタイル,,078-811-8181,,,
678220,株式会社シニアスタイル,,0798-56-8787,,,
680458,株式会社シニアスタイル,,株式会社シニアスタイル,,,
807089,株式会社シニアスタイル,株式会社シニアスタイル,0798-31-2781,,,
496444,社会福祉法人兼誠福祉会,,0798-32-0600,,,
680689,社会福祉法人兼誠福祉会,,662-0941,,,
118871,社会福祉法人博愛福祉会,,079-425-7500,,,
147630,社会福祉法人博愛福祉会,,0773-65-3700,,,
363754,社会福祉法人博愛福祉会,,079-425-7500,,,
404688,社会福祉法人博愛福祉会,,079-441-7211,,,
521435,社会福祉法人博愛福祉会,,048-967-5560,,,
568128,社会福祉法人博愛福祉会,,079-425-7500,,,
568368,社会福祉法人博愛福祉会,,079‐425‐7500,,,
575491,社会福祉法人博愛福祉会,,06-6412-6676,,,
576837,社会福祉法人博愛福祉会,,078-939-7577,,,
598937,社会福祉法人博愛福祉会,,079-426-8600,,,
677435,社会福祉法人博愛福祉会,,078-944-0707,,,
678286,社会福祉法人博愛福祉会,,079-492-7601,,,
682177,社会福祉法人博愛福祉会,,0773-65-3700,,,
684311,社会福祉法人博愛福祉会,,048-967-5560,,,
696576,社会福祉法人博愛福祉会,,079-425-7500,,,
803330,社会福祉法人博愛福祉会,,079-426-8600,,,
807252,社会福祉法人神戸福生会,社会福祉法人神戸福生会高齢者ケアセンター甲南,078-612-3335,,,
588844,社会福祉法人明倫福祉会,,0797-23-7300,,,
583881,社会福祉法人神戸中央福祉会,,078-755-5671,,,
807053,社会福祉法人神戸中央福祉会,社会福祉法人神戸中央福祉会山手さくら苑,078-367-3780,,,
139343,社会福祉法人友朋会,,066-454-1820,,,
364312,社会福祉法人友朋会,,06-6454-1820,,,
389531,社会福祉法人友朋会,,066-454-1820,,,
431942,社会福祉法人友朋会,,06-6454-1820,,,
496376,社会福祉法人友朋会,,066-454-1820,,,
567928,社会福祉法人友朋会,,089-977-3311,,,
598022,社会福祉法人友朋会,,072-799-6200,,,
686090,社会福祉法人友朋会,,066-454-1820,,,
807188,社会福祉法人友朋会,特別養護老人ホーム宙カミーノ,072-767-6203,,,
118885,社会福祉法人福住山ゆりの里,,079-557-1158,,,
364238,あさひケアサービス株式会社,,079-274-7217,,,
448985,あさひケアサービス株式会社,,079-274-7217,,,
572577,あさひケアサービス株式会社,,079-274-7217,,,
572642,あさひケアサービス株式会社,,078-798-7734,,,
807174,あさひケアサービス株式会社,あさひケアサービス株式会社,078-596-4141,,,
118887,社会福祉法人まなの会,,0794-83-3335,,,
361235,社会福祉法人まなの会,,078-592-0077,,,
364327,社会福祉法人まなの会,,0794-83-3335,,,
411924,社会福祉法人まなの会,,0794-83-3335,,,
931577,社会福祉法人まなの会,,078-592-0077,,,
386839,社会医療法人寿栄会,,06-6783-0100,,,
118908,株式会社はぴねすさぽーと,,075-253-0577,,,
364322,株式会社はぴねすさぽーと,,075-253-0577,,,
576829,株式会社はぴねすさぽーと,,075-253-0577,,,
730610,株式会社はぴねすさぽーと,,075-253-0577,,,
803260,株式会社はぴねすさぽーと,,077-544-0002,,,
118909,株式会社すずの音,,0284-64-7820,,,
557849,株式会社すずの音,,0284-64-7820,,,
118910,マインドライン株式会社,,0270-75-2735,,,
1010736,社会福祉法人恵の園,特別養護老人ホームカナン,0279-26-2511,,,
118915,社会福祉法人春日園,,0279-53-2506,,,
428259,社会福祉法人春日園,,0279-53-2506,,,
437634,社会福祉法人春日園,,0279-53-2506,,,
444905,社会福祉法人宗仁会,,0297-85-8341,,,
589677,有限会社リライフ,,050-8891-8147,,,
742662,有限会社リライフ,,029-229-3211,,,
554310,社会福祉法人さざなみ会,,0749-73-8010,,,
384719,株式会社レークケア,,0748-86-8330,,,
372675,社会福祉法人　志賀福祉会,,077-573-1155,,,
153871,社会福祉法人すみれ厚生会,,042-851-6217,,,
503262,社会福祉法人すみれ厚生会,,042-851-6217,,,
554316,社会福祉法人すみれ厚生会,,075-644-9456,,,
584978,社会福祉法人すみれ厚生会,,042-851-6217,,,
598659,社会福祉法人すみれ厚生会,,077-596-5991,,,
844214,社会福祉法人すみれ厚生会,,042-851-6217,,,
119173,合同会社　ル・シエル,,077-576-5045,,,
803069,株式会社アイズケア,,0749-28-1750,,,
119177,有限会社ミキ,,077-531-1511,,,
147217,有限会社ミキ,,077-521-6065,,,
449707,有限会社ミキ,,077-531-1511,,,
359150,株式会社　サポートワンセルフ,,077-573-2404,,,
554340,社会福祉法人みのり,,077-561-8147,,,
554262,社会福祉法人ゆたか会,,042-313-2415,,,
119183,社会福祉法人みどり福祉会,,0791-28-1613,,,
363967,社会福祉法人みどり福祉会,,0791-28-1613,,,
370065,社会福祉法人みどり福祉会,,0791-28-1613,,,
384231,社会福祉法人みどり福祉会,,0791-28-1275,,,
426583,社会福祉法人みどり福祉会,,0791-28-1613,,,
575532,社会福祉法人みどり福祉会,,0791-28-1613,,,
590471,社会福祉法人みどり福祉会,,0791-28-1613,,,
807095,社会福祉法人みどり福祉会,特別養護老人ホームグリーンハウス,0791-53-9019,,,
828573,社会福祉法人みどり福祉会,,0791-28-1613,,,
829061,社会福祉法人みどり福祉会,,0791-28-1613,,,
829751,社会福祉法人みどり福祉会,,0791-28-1613,,,
119186,社会福祉法人ひめじ福寿会,,079-222-1271,,,
152175,社会福祉法人伊丹市社会福祉事業団,,072-780-2904,,,
566284,社会福祉法人伊丹市社会福祉事業団,,072-780-2904,,,
597776,社会福祉法人伊丹市社会福祉事業団,,072‐784‐9987,,,
682222,社会福祉法人伊丹市社会福祉事業団,,072-780-2904,,,
844148,社会福祉法人伊丹市社会福祉事業団,,072-780-2904,,,
119188,医療法人社団思葉会,,078-731-0055,,,
490821,社会福祉法人明石恵泉福祉会,,178-938-2211,,,
575557,社会福祉法人明石恵泉福祉会,,078-936-8003,,,
575565,社会福祉法人明石恵泉福祉会,,078-938-2600,,,
576797,社会福祉法人明石恵泉福祉会,,/ 078-938-2211,,,
588875,社会福祉法人明石恵泉福祉会,,078-934-9111,,,
678223,社会福祉法人明石恵泉福祉会,,078-934-6579,,,
807034,社会福祉法人明石恵泉福祉会,介護老人保健施設恵泉,078-938-2211,,,
843945,社会福祉法人明石恵泉福祉会,,078-938-2211,,,
119192,合同会社愛啓,,072-764-6207,,,
598831,社会福祉法人福竹会,,079-446-1765,,,
807141,社会福祉法人福竹会,社会福祉法人福竹会鹿児の郷,079-428-1765,,,
119196,社会福祉法人報恩会,,078‐575‐2500,,,
361231,社会福祉法人報恩会,,078-575-2500,,,
373113,社会福祉法人報恩会,,078-575-2500,,,
588824,社会福祉法人報恩会,,078-575-2500,,,
680072,社会福祉法人報恩会,,078-515-5110,,,
931562,社会福祉法人報恩会,,078-575-2500,,,
598825,社会福祉法人幸,,079-240-6631,,,
579460,社会福祉法人協同の苑,,078-858-6266,,,
583918,社会福祉法人協同の苑,,072-777-0771,,,
598669,社会福祉法人協同の苑,,072-777-0771,,,
807164,社会福祉法人協同の苑,小規模多機能型居宅介護六甲アイランドにじの家,078-857-5088,,,
119202,合同会社ゆうゆう倶楽部,,078-805-2585,,,
581913,合同会社ゆうゆう倶楽部,,078-805-2585,,,
598928,社会福祉法人菜の花会,,078-583-1112,,,
678282,社会福祉法人ささゆり会,,078-435-6688,,,
807018,社会福祉法人ささゆり会,サンライフ土山,079-291-6666,,,
398607,社会福祉法人友愛会,,0143-86-0111,,,
406762,社会福祉法人友愛会,,0143-86-0111,,,
522687,社会福祉法人友愛会,,0238-59-1030,,,
567826,社会福祉法人友愛会,,058-136-1050,,,
570625,社会福祉法人友愛会,,0770-58-0870,,,
577525,社会福祉法人友愛会,,0893-25-3101,,,
674951,社会福祉法人友愛会,,:0893-25-3101,,,
981304,社会福祉法人友愛会,,0240-23-6306,,,
128060,合同会社介人,,075-634-6997,,,
428264,社会福祉法人都賀の里,,0282-92-0299,,,
533218,社会福祉法人都賀の里,,0282-92-0299,,,
578582,社会福祉法人都賀の里,,0282-92-021,,,
580039,社会福祉法人都賀の里,,0282-92-0299,,,
990486,社会福祉法人都賀の里,,0282-92-0299,,,
677431,社会福祉法人円勝会,,0798-43-0470,,,
807181,社会福祉法人円勝会,特別養護老人ホームシルバーコースト甲子園,0791-63-3053,,,
119418,株式会社日本ケアサプライ,,079-241-6465,,,
119438,TBCシルバーサービス株式会社,,0283-27-2330,,,
131734,TBCシルバーサービス株式会社,,0267-22-6370,,,
553238,TBCシルバーサービス株式会社,,0267-22-6370,,,
563599,tbcシルバーサービス株式会社,,0283-27-2330,,,
580045,TBCシルバーサービス株式会社,,0283-27-2330,,,
741965,TBCシルバーサービス株式会社,,0283-27-2330,,,
928437,TBCシルバーサービス株式会社,,0283-27-2330,,,
958490,TBCシルバーサービス株式会社,,0283-27-2330,,,
979413,TBCシルバーサービス株式会社,,0283-27-2330,,,
926431,株式会社愉愛,,0287-53-7523,,,
946771,株式会社愉愛,,0287-53-7523,,,
865275,株式会社TLC,,028-48-8118,,,
119449,有限会社カズコーポレーション,,047-410-8282,,,
529918,社会福祉法人京福会,,0287-73-2550,,,
119458,社会福祉法人鐘の鳴る丘友の会,,0282-24-3900,,,
557871,社会福祉法人鐘の鳴る丘友の会,,0282-24-3900,,,
593362,社会福祉法人鐘の鳴る丘友の会,,0282-24-3900,,,
407666,社会福祉法人ともいき会,,0287-47-5747,,,
410961,社会福祉法人ともいき会,,049-231-1422,,,
436281,社会福祉法人ともいき会,,0287-47-4798,,,
465220,社会福祉法人ともいき会,,049-231-1422,,,
759228,社会福祉法人ともいき会,,0287-47-5747,,,
1006246,社会福祉法人ともいき会,特別養護老人ホームひだまりの里,049-231-1422,,,
529136,社会福祉法人両崖福祉会,,0284-91-3717,,,
529051,社会福祉法人陽康会,,029-291-3610,,,
597733,社会福祉法人陽康会,,0299-56-3123,,,
742723,社会福祉法人陽康会,,029-291-3610,,,
915026,社会福祉法人陽康会,,0299-56-3123,,,
927187,社会福祉法人陽康会,,0299-56-3123,,,
529055,社会福祉法人恒勝会,,029-257-6411,,,
570190,社会福祉法人恒勝会,,029-257-6411,,,
742245,社会福祉法人恒勝会,,029-257-6411,,,
119468,社会福祉法人愛光会,,0280-48-6937,,,
148566,社会福祉法人愛光会,,0276-60-9661,,,
584570,社会福祉法人愛光会,,0294-85-1970,,,
589684,社会福祉法人愛光会,,0228-45-2551,,,
915487,社会福祉法人愛光会,,0294-85-1970,,,
138842,社会福祉法人愛孝会,,0923-44-6222,,,
146562,社会福祉法人愛孝会,,0293-44-3110,,,
147948,社会福祉法人愛孝会,,0294-59-3366,,,
409934,社会福祉法人愛孝会,,0293-44-6222,,,
417902,社会福祉法人愛孝会,,0923-44-6222,,,
423555,社会福祉法人愛孝会,,0294-33-5300,,,
446317,社会福祉法人愛孝会,,0923-44-6222,,,
483089,社会福祉法人愛孝会,,0294-59-3366,,,
529028,社会福祉法人愛孝会,,0294-39-1166,,,
742658,社会福祉法人愛孝会,,029-306-8533,,,
742728,社会福祉法人愛孝会,,0293-44-6222,,,
1005951,社会福祉法人愛孝会,社会福祉法人愛孝会聖孝園池の川デイサービスセン...,0294-59-3366,,,
119473,社会福祉法人桐孝会,,0299-23-8291,,,
120658,社会福祉法人桐孝会,,0299-28-0121,,,
439879,社会福祉法人桐孝会,,0299-23-8291,,,
755152,社会福祉法人桐孝会,,0299-23-8291,,,
773750,社会福祉法人桐孝会,,0299-23-8291,,,
914726,社会福祉法人桐孝会,,0299-23-8291,,,
926877,社会福祉法人桐孝会,,0299-23-8291,,,
957803,社会福祉法人桐孝会,,0299-23-8291,,,
119476,株式会社　マルシン,,0291-34-4111,,,
119480,社会福祉法人日立高寿園,,0294-42-5656,,,
120331,株式会社三和交通統轄本部　三和富士交通株式会社,,049-274-1500,,,
599005,社会福祉法人きらめき会,,048-953-9640,,,
120349,株式会社稜広会,,0166-33-0745,,,
120358,有限会社グッドライフ,,011-886-2560,,,
398455,有限会社グッドライフ,,011-886-2560,,,
575712,有限会社グッドライフ,,011-886-2560,,,
595436,有限会社グッドライフ,,011-886-2560,,,
120359,有限会社鈴貴,,0187-66-3737,,,
120361,台由株式会社,,017-781-3636,,,
727623,台由株式会社,,017-781-3636,,,
120363,株式会社いきいき,,017-763-5602,,,
132284,株式会社いきいき,,027-353-9388,,,
413001,株式会社いきいき,,017-763-5602,,,
430700,株式会社いきいき,,017-763-5602,,,
483154,株式会社いきいき,,027-353-9388,,,
565767,株式会社いきいき,,093-482-5523,,,
579801,株式会社いきいき,,017-763-5602,,,
582005,株式会社いきいき,,017-763-5602,,,
589901,株式会社いきいき,,017-763-5602,,,
939953,株式会社エコ,,024-954-8038,,,
1010861,株式会社エコ,株式会社エコグループホームみはる,0247-62-0211,,,
680053,有限会社ヘルパーステーション,,048-539-3300,,,
743236,有限会社ヘルパーステーション,,048-539-1780,,,
142156,グリーンライフ東日本株式会社,,03-5255-3335,,,
492988,グリーンライフ東日本株式会社,,03-5255-3335,,,
553657,グリーンライフ東日本株式会社,,03-5255-3335,,,
570075,グリーンライフ東日本株式会社,,035-255-3335,,,
573708,グリーンライフ東日本株式会社,,050-8892-3270,,,
573726,グリーンライフ東日本株式会社,,050-8892-3261,,,
573792,グリーンライフ東日本株式会社,,047-497-2350,,,
573810,グリーンライフ東日本株式会社,,050-8892-3272,,,
589641,グリーンライフ東日本株式会社,,03-5255-3355,,,
591759,グリーンライフ東日本株式会社,,03-5255-3335,,,
596841,グリーンライフ東日本株式会社,,047-374-6511,,,
677795,グリーンライフ東日本株式会社,,03‐5255‐3338,,,
720747,グリーンライフ東日本株式会社,,045-989-0525,,,
720751,グリーンライフ東日本株式会社,,045-989-0525,,,
720752,グリーンライフ東日本株式会社,,045-989-0525,,,
720754,グリーンライフ東日本株式会社,,045-989-0525,,,
773815,グリーンライフ東日本株式会社,,045-989-0525,,,
1010250,グリーンライフ東日本株式会社,グリーンライフ東日本株式会社,048-989-3511,,,
120394,セントケア・ホールディング株式会社,,03-3538-2943,,,
263410,セントケア・ホールディング株式会社,,073-484-2110,,,
450760,セントケア・ホールディング株式会社,,073-484-2110,,,
720829,セントケア・ホールディング株式会社,,0438-30-1010,,,
120402,社会福祉法人みやぎ会,,022-772-0191,,,
507670,社会福祉法人みやぎ会,,022-772-0191,,,
516711,社会福祉法人みやぎ会,,022-383-3661,,,
516725,社会福祉法人みやぎ会,,0225-25-7820,,,
516753,社会福祉法人みやぎ会,,0229-87-5429,,,
521593,社会福祉法人みやぎ会,,022-788-1566,,,
522707,社会福祉法人みやぎ会,,0247-29-1713,,,
579815,社会福祉法人みやぎ会,,022-772-0191,,,
672703,社会福祉法人みやぎ会,,017-872-1070,,,
681230,社会福祉法人みやぎ会,,022-987-5429,,,
741630,社会福祉法人みやぎ会,,0229-68-2201,,,
755803,社会福祉法人みやぎ会,,0225-61-7201,,,
755980,社会福祉法人みやぎ会,,0229-87-5429,,,
758491,社会福祉法人みやぎ会,,0176-27-3131,,,
759014,社会福祉法人みやぎ会,,0229-87-5429,,,
