id,company,store,tel,address
405543,有限会社ユートピア・アットホーム旭川,,0166-53-2802,北海道旭川市大町1条9丁目181-95
412957,有限会社ユートピア・アットホーム旭川,,016-653-2802,北海道旭川市大町1条9丁目181-95
488768,有限会社ユートピア・アットホーム旭川,,0166-53-2802,北海道旭川市大町1条9丁目181-95
817284,有限会社ユートピア・アットホーム旭川,グループホーム金さん銀さん,0166-53-2802,北海道旭川市大町一条９丁目１８１番地９５
401247,有限会社ユアホーム,,0172-73-5107,青森県北津軽郡板柳町大字掛落林字前田263
595428,有限会社ユアホームサービス,,011-582-5570,北海道札幌市南区真駒内南町4丁目4-3
758527,有限会社ゆき 小規模多機能型居宅介護うみ・グループホーム大地,,0178-38-7808,青森県八戸市白銀町白浜道14
91413,有限会社ユニール住宅型有料老人ホーム結い,,072-332-3217,大阪府松原市東新町2丁目215−1
769228,有限会社ゆりの会 デイサービスセンター,,0743-70-1014,奈良県生駒市高山町8075番地
386048,有限会社ヨネス/有料老人ホームラルガヴィーダ,,0565-32-5274,愛知県豊田市西町一丁目16番地
932015,有限会社ライフ 介護付有料老人ホームスーパー・コート神戸北,,078-586-6888,兵庫県神戸市北区谷上南町15-10
130195,有限会社ライフエールグループホーム悠縁,,0567-24-7377,愛知県愛西市甘村井町勘十田割２１−２
384134,有限会社ライフサポートハウス春有料老人ホームくつろ樹の家,,0833-92-0404,山口県周南市新清光台4丁目1-13
769677,有限会社ライフスタイル　東光グループホーム久遠の響,,0854-34-0123,島根県安来市広瀬町西比田1497-1
769782,有限会社ライフスタイル東光 グループホーム亀嵩蛍灯,,0854-57-9220,島根県仁多郡奥出雲町亀嵩443
769740,有限会社ライフスタイル東光グループホーム亀嵩蛍灯,,0854-57-9220,島根県仁多郡奥出雲町亀嵩４４３
742850,有限会社ライフライン 介護付有料老人ホームあずまライフライン,,0270-63-8751,群馬県伊勢崎市東町2255-1
771587,有限会社リハビリ介護研究所生活リハビリ村有料老人...,,096-319-8030,熊本県熊本市西区上代１丁目１９−１０
512203,有限会社リリーハート住宅型有料老人ホームリリーハートの家,,0564-71-3213,愛知県岡崎市牧御堂町花辺6
94009,有限会社りんどうデイサービスセンター藤の里,,06-6554-0001,大阪府大阪市大正区鶴町1-14-7
800261,有限会社ワイエスエム 社会福祉法人さわらび会 有料老人ホーム松の実,,088-634-0778,徳島県徳島市名東町二丁目479番1
357500,有限会社ワオン 小規模多機能ホームわおん新芽,,058-372-6300,岐阜県羽島市福寿町平方2480番地
768049,有限会社わたなべ グループホームひまわり,,076-296-8808,石川県金沢市三十苅町丁148
799366,有限会社わたなべ グループホームひまわり,グループホームひまわり,076-296-8808,石川県金沢市三十苅町丁148番地
800825,有限会社ワンカラ　グループホーム花みずき,,0880-65-0660,高知県宿毛市港南台2丁目9-25
800382,有限会社ワンハート　ワンハート介護サービスセンター,,0877-98-0121,香川県丸亀市飯山町西坂元1206番地69
817004,有限会社ワンハート介護サービスセンター,ワンハート介護サービスセンター,0877-98-0121,香川県丸亀市飯山町西坂元１２０６番地６９
864032,有限会社一休　デイサービスセンター一休,,074-569-1919,奈良県葛城市北花内429-1
356605,有限会社一円荘 一円荘グループホーム,,053-579-3902,静岡県湖西市白須賀3986-7
356609,有限会社一円荘 一円荘デイサービスセンター,,053-579-3901,静岡県湖西市白須賀3986-7
758628,有限会社三宝産業 グループホームすこやか,,0173-53-3186,青森県五所川原市金木町芦野84－441
769842,有限会社三幸　グループホームさくらんぼ,,0853-73-7410,島根県出雲市斐川町今在家４０３−１
847845,有限会社三恵会　ナーシングホームオリーブの郷,,0875-83-8381,香川県三豊市詫間町詫間679番地41
782004,有限会社三毛商店 ケアセンター憩いの里船戸,有限会社三毛商店,073-477-1078,和歌山県岩出市船戸116番地
781940,有限会社三毛商店 ケアセンター憩の里船戸,ケアセンター憩いの里船戸,0736-69-0500,和歌山県岩出市船戸116番地
741707,有限会社三輝 グループホーム米山,,0220-55-6333,宮城県登米市米山町善王寺相の田30－2
758986,有限会社三輝 グループホーム米山,,0220-55-6333,宮城県登米市米山町善王寺相の田30－2
741554,有限会社三輝グループホーム米山,,0220-55-6333,宮城県登米市米山町善王寺相の田30－2
939187,有限会社三輝グループホーム米山,,0220-55-6333,宮城県登米市米山町善王寺相の田30－2
83523,有限会社三重高齢者福祉会デイサービスセンターわ...,,059-259-1010,三重県津市久居野村町885-8
758737,有限会社中塚 小規模多機能ホームときわ苑,,0194-53-2275,岩手県久慈市湊町第14地割103番地
771648,有限会社九州松栄産業小規模多機能ホーム黒髪しょ...,,096-381-2080,熊本県熊本市中央区水前寺3丁目13-10
886902,有限会社予縁 有料老人ホーム予縁の里,,0532-21-1155,愛知県豊橋市伊古部町字山口241番地
559883,有限会社介護グループひまわり,,052-523-7015,愛知県名古屋市西区天神山町5番1号
560024,有限会社介護グループひまわり,,052-701-7815,愛知県名古屋市名東区神丘町2丁目17番地
586287,有限会社介護グループひまわり,,052-701-7815,愛知県名古屋市名東区神丘町2丁目17番地
767616,有限会社介護サービスセンターあおぞら,,0745-34-1212,奈良県生駒郡三郷町立野北2‐2738‐5
85522,有限会社介護センタースミレ,,0565-53-7060,愛知県豊田市中町蔵前40
144423,有限会社介護センタースミレ,,0564-53-9636,岡崎市中田町1番地2
454397,有限会社介護センタースミレ,,0565-53-7060,愛知県豊田市中町蔵前40
887034,有限会社介護センタースミレ やはぎ介護センタースミレ,,0564-64-2350,愛知県岡崎市大和町字塗御堂60-1
886460,有限会社介護センタースミレ特定施設老人ホーム 岡崎介護センター,,0564-45-1714,愛知県岡崎市細川町字下大針193－1
134389,有限会社介護センター田中,,059-227-7737,三重県津市柳山津興３８２−４　グループホーム渚園
135845,有限会社介護センター田中,,059-221-1100,三重県津市津興369-14
353784,有限会社介護センター田中,,059-227-7737,三重県津市柳山津興３８２－４
353805,有限会社介護センター田中,,059-221-1100,三重県津市津興３６９－１４
562596,有限会社介護センター田中,,059-227-7737,三重県津市柳山津興382-4
571277,有限会社介護センター田中,,059-227-7737,三重県津市柳山津興382-4
589937,有限会社介護センター田中,,059-221-1100,三重県津市津興369-14
358323,有限会社介護センター田中　グループホーム渚園四日市,,059-331-2121,三重県四日市市生桑町1863-1
83524,有限会社介護センター田中グループホーム渚園,,059-227-7737,柳山津興382-4
593250,有限会社介護センター田中グループホーム渚園,,059-227-7737,柳山津興382-4
78534,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
589983,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
593255,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
828720,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
829208,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
829898,有限会社介護センター田中デイサービスセンター渚園,,059-331-2122,三重県四日市市生桑町1863-1
498669,有限会社介護支援サービスセンター大川荘,,0879-43-6780,香川県さぬき市大川町富田西1272-4
577925,有限会社介護支援サービスセンター大川荘,,0879-43-6780,香川県さぬき市大川町富田西1272番地4
725464,有限会社介護支援サービスセンター大川荘 「富華」,,0879-43-6780,香川県さぬき市大川町富田中3161番地1
559185,有限会社介護支援センターあおぞら,,0285-24-2737,栃木県小山市大字出井1879-31
694674,有限会社介護支援センターあおぞら,,0285-24-2737,栃木県小山市大字出井1879-31
802299,有限会社介護支援センターなごみ,デイサービスセンター「なごみ」,046-297-6066,神奈川県厚木市戸室5-1-5
130548,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
581667,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
586589,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
685016,有限会社伊豆介護センター,,0557-36-9069,静岡県伊東市音無町５番６号
828953,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
829441,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
831182,有限会社伊豆介護センター,,0557-36-7478,静岡県伊東市末広町６-１
136513,有限会社伊豆介護センター／クラシオン,,0557-36-9069,静岡県伊東市音無町５番６号
133928,有限会社健康医学開発センター,,046-255-1089,神奈川県座間市相武台3丁目27番60号
147700,有限会社健康医学開発センター,,0463-85-6211,神奈川県秦野市名古木406-1
482377,有限会社健康医学開発センター,,0463-85-6211,神奈川県秦野市名古木406-1
553833,有限会社健康医学開発センター,,046-255-1089,神奈川県座間市相武台3丁目27番60号
584253,有限会社健康医学開発センター,,046-255-1089,神奈川県座間市相武台3丁目27番60号
673181,有限会社健康医学開発センター,,042-711-7310,神奈川県相模原市中央区相模原6-25-7
680788,有限会社健康医学開発センター,,0463-71-6995,神奈川県秦野市曽屋734-1
710300,有限会社健康医学開発センター,,046-298-3360,神奈川県座間市小松原1-28-14
723673,有限会社健康医学開発センター,,046-255-1089,神奈川県座間市相武台3丁目27番60号
499991,有限会社健康理化学センター,,058-248-7221,岐阜県羽島郡岐南町八剣2丁目27番地
686218,有限会社健康理化学センター,,058-248-7221,岐阜県羽島郡岐南町八剣2丁目27番地
758655,有限会社八戸メディカルサービス 有料老人ホームちょうじゃさまの宿,,0178-48-2883,青森県八戸市糠塚字大杉平6-1
800811,有限会社別当　グループホームわたしの青空,,0895-70-1660,愛媛県南宇和郡愛南町城辺乙696番10
847470,有限会社別当　グループホームわたしの青空,,0895-70-1660,愛媛県南宇和郡愛南町城辺乙696番10
679959,有限会社前穂　自立センター前穂,,072-689-8600,
137535,有限会社創和社 デイホームはなえ,,0796-53-1015,兵庫県豊岡市出石町中村９５４番地の１
358744,有限会社友愛　グループホーム友遊,,0744-44-1551,奈良県桜井市大字山田716番1
365247,有限会社吉原介護センター,,0545-73-1010,静岡県富士市伝法６５７－１
828959,有限会社吉原介護センター,,0545-73-1010,静岡県富士市伝法６５７－１
829447,有限会社吉原介護センター,,0545-73-1010,静岡県富士市伝法６５７－１
831188,有限会社吉原介護センター,,0545-73-1010,静岡県富士市伝法６５７－１
771667,有限会社吉田メディカル住宅型有料老人ホーム六田ハ...,,0968-72-0168,熊本県玉名市六田１２−２
512107,有限会社向日葵住宅型有料老人ホームかなさの家,,052-825-7502,愛知県名古屋市昭和区滝子通三丁目29-23
131459,有限会社和グループホームのんき,,023-568-1750,山形県東田川郡三川町猪子字下堀田230-1
416778,有限会社和グループホームのんき,,023-568-1750,山形県東田川郡三川町猪子字下堀田230-1
741305,有限会社和のどかグループホームのんき,,0235-68-1750,山形県東田川郡三川町猪子字下堀田230-1
725360,有限会社國村不動産 グループホーム愛の里,,087-837-2188,香川県高松市上福岡町2005－11
800335,有限会社國村不動産 グループホーム愛の里,,087-837-2188,香川県高松市上福岡町2005-11
742838,有限会社在宅サポートセンター 住宅型有料老人ホームなごみはうす・デイサービス野のはな,,027-235-8883,群馬県前橋市西片貝町一丁目310-11
863745,有限会社在宅介護サービス応援隊　グループホーム安堵園,,0743-23-1260,奈良県生駒郡安堵町西安堵570-1
802061,有限会社在宅介護センターさくら,在宅介護センター橿原,0744-25-3911,橿原市中曽司町62-1
130558,有限会社在宅支援センターふれあい,,055-925-2111,静岡県沼津市岡宮598‐2
356685,有限会社在宅支援センターふれあい グループホームふれあい黄瀬川,,055-952-8001,静岡県沼津市大岡２６６−９
759167,有限会社増徳 増山整骨院 マストクデイサービス/グループホームますとく,,0285-82-6885,栃木県真岡市田町1606-13
759606,有限会社多胡設計 小規模多機能ホームくわのみ,,0274-63-8460,群馬県富岡市下黒岩5
132468,有限会社多胡設計小規模多機能ホームくわのみ富岡,,027-463-3597,群馬県富岡市一ノ宮1767番地1
781938,有限会社夢 デイサービスセンター かがやき,有限会社夢デイサービスセンターかがやき,0736-65-3817,和歌山県紀の川市貴志川町尼寺661－1
688486,有限会社夢グループ,,0743-67-3301,奈良県天理市西長柄町453-2 2F
781907,有限会社夢グループ,有限会社夢グループデイサービス夢広場Ⅱ,0743-67-3301,奈良県天理市西長柄町453-2 2F
356114,有限会社夢グループ デイサービス夢広場Ⅱ,,0743-67-1975,奈良県天理市西長柄町164
357754,有限会社夢グループ 夢広場,,0743-64-6377,奈良県天理市嘉幡町105-5
784005,有限会社夢グループケアプランセンター夢,,0743-67-3301,奈良県天理市西長柄町453番地2
863977,有限会社夢グループデイサービス夢広場,,0743-64-6377,奈良県天理市嘉幡町１０５ー５
136770,有限会社夢と共生の21グループ,,024-229-7331,福島県会津若松市明和町５−５
83930,有限会社夢家族グループホーム夢家族・正木,,058-392-8740,岐阜県羽島市正木町新井4−945
89428,有限会社夢家族グループホーム夢家族柳津,,058-388-4046,岐阜県岐阜市柳津町丸野5-47
589056,有限会社夢家族グループホーム夢家族柳津,,058-388-4046,岐阜県岐阜市柳津町丸野5-47
593130,有限会社夢家族グループホーム夢家族柳津,,058-388-4046,岐阜県岐阜市柳津町丸野5-47
77916,有限会社大垣ケアサービスグループホームあおぞら,,0584-77-0620,岐阜県大垣市林町8-69
500996,有限会社大垣ケアサービスグループホームあおぞら,,0584-77-0620,岐阜県大垣市林町8丁目69番地
593245,有限会社大垣ケアサービスグループホームあおぞら,,0584-77-0620,岐阜県大垣市林町8-69
886617,有限会社大成 ケアホーム穂の香,,0564-56-1580,愛知県額田郡幸田町野場常口22番地1
148544,有限会社太陽（株式会社太陽ホールディングス グループ会社）,,044-589-3321,神奈川県川崎市川崎市川崎区追分町17番2号
741545,有限会社奏樹グループホームゆづるの杜,,022-253-6831,宮城県仙台市宮城野区鶴巻一丁目19番3号
83916,有限会社安寿さと和グループさと和の家,,059-597-3086,三重県亀山市布気町字道野634番地の10
761005,有限会社安寿さと和グループさと和の家,,059-597-3086,三重県亀山市布気町字道野634番地の10
828660,有限会社安寿さと和グループさと和の家,,059-597-3086,三重県亀山市布気町字道野634番地の10
829148,有限会社安寿さと和グループさと和の家,,059-597-3086,三重県亀山市布気町字道野634番地の10
829838,有限会社安寿さと和グループさと和の家,,059-597-3086,三重県亀山市布気町字道野634番地の10
83473,有限会社安寿さと和グループさと和の家鈴鹿,,059-389-6684,鈴鹿市野町中2−22−12
93998,有限会社家族の家グループホーム花の里,,06-6797-5335,大阪府大阪市平野区長吉出戸4-1-5
128349,有限会社富士建設 グループホーム ありがとう,,0796-82-2344,兵庫県美方郡新温泉町七釜329-1
758643,有限会社嶋野商事 グループホームさきしり,,0173-26-4021,青森県北津軽郡鶴田町大字妙堂崎字﨑尻44－1
769716,有限会社幸久の家　幸久の家ディサービスセンター,,0854-82-4669,島根県大田市久利町久利６９１
123443,有限会社庵原屋/介護付き有料老人ホーム 庵原屋日和館,,054-367-0106,静岡県静岡市清水区江尻町4番41号
79360,有限会社律照 グループホーム福田の郷,,072-235-1711,大阪府堺市中区福田258番地
354837,有限会社心友/共生の里グループ,,072-604-4291,大阪府高槻市城西町7番11-201号
758754,有限会社快互 グループホーム都南太陽荘,,019-639-7140,岩手県盛岡市津志田中央二丁目3番20号
816650,有限会社愛・サポートセンター,愛燦燦おうじ,084-932-7150,広島県福山市王子町2-19-18
771846,有限会社愛ヴィレッジケアホームまつぼっくり,,0985-58-5210,宮崎県宮崎市学園木花台桜2丁目21番地3号
856590,有限会社愛生会ケアサービス　ケアホーム愛生,,072-999-3359,大阪府八尾市山本町北４丁目３番４号
887009,有限会社成平 有料老人ホームサントピア豊田みたち,,0565-41-7571,愛知県豊田市御立町8-13
357054,有限会社敬愛 グループホーム心のめ,,086-277-7763,岡山県岡山市中区海吉1465-1
422705,有限会社旭川高齢者グループホーム,,0166-25-2188,北海道旭川市花咲町7-4056-5
857662,有限会社昌和商事　グループホームセラピィ粟津,,0761-43-3434,石川県小松市矢田野町ホ１３２
743763,有限会社昌和商事 医療法人社団澄鈴会 グループホームセラピィ粟津,,0761-43-3434,石川県小松市矢田野町ホ132
395050,有限会社時館グループホームあいあるみすまい,,011-530-6300,札幌市中央区南14条西15丁目2-6
741568,有限会社朋悠生活研究舎 グループホーム茜,,022-307-3411,宮城県仙台市太白区金剛沢1丁目3番15号
830554,有限会社望仙樓　グループホームさくらの杜,,0572-26-9899,岐阜県多治見市上町4丁目46の7
759870,有限会社朝日ケア あさひホーム北代,,076-427-0770,富山県富山市北代189
759165,有限会社村伝 グループホーム村伝おもせ,,0226-21-1344,宮城県気仙沼市八日町二丁目3番5号
356994,有限会社松本 介護付有料老人ホームラウンドコスモス大宮,,082-238-5009,広島県広島市西区大宮1丁目15-5
767828,有限会社松良福祉会 グループホームあすなろ,,076-289-0877,石川県津幡町御門ろ-64-2
499444,有限会社柳崎介護センター,,048-261-0276,埼玉県川口市柳崎3-19-8
684238,有限会社柳崎介護センター,,048-261-0276,埼玉県川口市柳崎3-19-8
721740,有限会社柳崎介護センター,,048-261-0276,埼玉県川口市柳崎3-19-8
726318,有限会社柳崎介護センター,,048-261-0276,埼玉県川口市柳崎3-19-8
938612,有限会社柳崎介護センター,,048-261-0276,埼玉県川口市柳崎3-19-8
742119,有限会社栃木ケアーズ グループホーム小規模多機能型居宅介護栃木ケアーズひらい,,0282-20-5222,栃木県栃木市平井町321
137955,有限会社楓プロジェクト住宅型有料老人ホームかえ...,,0176-58-7620,青森県上北郡六戸町犬落瀬字柴山55-425
593150,有限会社楓プロジェクト住宅型有料老人ホームかえ...,,0176-58-7620,青森県上北郡六戸町犬落瀬字柴山55-425
710722,有限会社横浜ソフトケアサービスセンター,,045-342-0546,神奈川県横浜市保土ヶ谷区天王町２－３６－６第7増田ビル４階
817458,有限会社橿原ケアセンターユースフル２１,デイサービスセンター華やぎ,0744-20-1148,奈良県橿原市今井町３丁目１２番１６号
769181,有限会社橿原ケアセンターユースフル２１　デイサービスセンター華やぎ,,0744-20-1148,奈良県橿原市今井町3丁目12番15号
506355,有限会社水車の森介護付有料老人ホーム水車の森,,0568-23-1165,愛知県北名古屋市片場天王森72番地
94239,有限会社永世会グループホーム成寿苑,,06-6791-7700,大阪府大阪市平野区平野東4丁目1-26
119431,有限会社清水の園デイサービスセンター,,0773-25-4460,京都府福知山市東羽合127番地2
317275,有限会社清瀬ホーム,,0833-44-8552,山口県下松市清瀬町１丁目１１－８
130816,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂神台1-3-39 オザワビル8階
142825,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂神台1-3-39 オザワビル8階
144010,有限会社湘南ホームフレンド,,046-637-4165,神奈川県藤沢市辻堂神台1-3-39 オザワビル8階
415746,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂神台1-3-39
530751,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂神台1-3-39 オザワビル8階
570126,有限会社湘南ホームフレンド,,050-8891-6498,神奈川県茅ヶ崎市浜竹2-8-55
584303,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂元町4-17-22 門倉ビル3階
676324,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂元町4-17-22 門倉ビル3階
723402,有限会社湘南ホームフレンド,,046-637-4165,神奈川県藤沢市辻堂神台1-3-39 オザワビル8階
870780,有限会社湘南ホームフレンド,,0466-37-4165,神奈川県藤沢市辻堂元町4-17-22 門倉ビル3階
768559,有限会社煌めき グループホーム煌めき,,0745-44-8880,奈良県北葛城郡広陵町南郷417-1
386089,有限会社猫嫁在宅福祉総合サポートセンターひだまり,,052-861-7507,名古屋市中区上前津2丁目5-25
586349,有限会社猫嫁在宅福祉総合サポートセンターひだまり,,052-861-7507,名古屋市中区上前津2丁目5-25
782848,有限会社猫嫁在宅福祉総合サポートセンターひだまり,ヴィエイールひだまり,052-861-7507,愛知県名古屋市昭和区楽園町118-21
86363,有限会社猫嫁在宅福祉総合サポートセンターひだまり...,,052-445-3147,愛知県あま市乙之子楠島30番地1
397081,有限会社田中運送 グループホーム たなか,,0173-23-1321,青森県北津軽郡鶴田町大字鶴田字小泉３０４－１
830430,有限会社百々 グループホーム百々,,058-240-6812,岐阜県羽島郡岐南町上印食2-32
830478,有限会社百々 グループホーム百々各務原,,058-389-0200,岐阜県各務原市那加桐野町7丁目44番1
506349,有限会社百々グループホーム百々刈谷,,0566-25-1040,愛知県刈谷市築地町３丁目２９−１０
504902,有限会社百々グループホーム百々刈谷富士松,,0566-45-6786,愛知県刈谷市今岡町弁天12番地
146385,有限会社百々グループホーム百々各務原,,058-389-0200,岐阜県各務原市那加桐野町７丁目４４−１
502378,有限会社百々グループホーム百々各務原,,058-389-0200,岐阜県各務原市那加桐野町７丁目４４−１
504928,有限会社百々グループホーム百々春日井,,0568-51-0040,愛知県春日井市木附町字 宮後１３００−６６
504917,有限会社百々グループホーム百々豊田,,0565-88-5010,愛知県豊田市五ケ丘３丁目14−3
357703,有限会社盛和会　グループホームのぞみ苑,,0839-62-1789,山口県美祢市美東町大田３８３８−１
358461,有限会社真寿会　グループホーム楽楽苑,,0564-66-0133,愛知県岡崎市真伝町二丁目１番地４
887133,有限会社真寿会 グループホーム楽楽苑,,0564-66-0133,愛知県岡崎市真伝町二丁目1番地4
80111,有限会社福寿会(まごころデイセンター),,0563-55-3715,愛知県西尾市米津町家下1番地5
140048,有限会社福寿会まごころデイセンター,,0563-53-2525,愛知県西尾市米津町家下1-4
512221,有限会社福寿会まごころデイセンター,,0563-53-2525,愛知県西尾市米津町家下1番地4
732567,有限会社福寿会まごころデイセンター,,0563-53-2525,愛知県西尾市米津町家下1-4
741422,有限会社福祉サポート仙台東グループホーム憩いの園,,022-290-6818,宮城県仙台市若林区上飯田1丁目3番31号
768533,有限会社福祉環境システム グループホーム西之岡2番館,,0745-34-0507,奈良県北葛城郡河合町大輪田４２０－１
93563,有限会社福祉館グループホームゆりかご,,0561-75-0200,愛知県日進市北新町南鶯514-1
512111,有限会社結生介護付き有料老人ホームエイジトピア知多,,0569-20-7888,愛知県半田市彦洲町四丁目165番地の1
755860,有限会社緑三松 グループホームほんわか,,0225-24-8766,宮城県石巻市鹿又字梅木屋敷169-2
894866,有限会社緑風会 グループホームおがきえ,,0566-61-2011,愛知県刈谷市小垣江町永田8番地1
887019,有限会社緑風会 有料老人ホームみさと,,0565-80-8139,愛知県豊田市美里5丁目23-5
517801,有限会社緑風会グループホームおがきえ,,0566-61-2011,愛知県刈谷市小垣江永田8-1
759750,有限会社群馬リハビリテーションサービス リハビリヒルズデイサービスセンター,,0277-46-3928,群馬県桐生市東1丁目5－11
769263,有限会社翠のさと 介護付有料老人ホーム翠のさと,,0859-22-1165,鳥取県米子市西福原7丁目4番地1
931858,有限会社舩瀬和久工務… 介護付有料老人ホームきずなホームふなせ,,078-987-9991,兵庫県神戸市北区有野台7－19－1
83533,有限会社花しょうぶ苑花しょうぶ苑関センター,,0595-96-2558,三重県亀山市関町木崎1234
771679,有限会社花もめんグループホームクオン,,096-355-2858,熊本県熊本市西区上代一丁目2-20
895648,有限会社花音 グループホーム花音,,054-659-8700,静岡県静岡市葵区水道町126－1
742612,有限会社茨城まごころ介護サービス グループホーム鹿嶋館,,0299-77-8610,茨城県鹿嶋市林１０２０番地３
528797,有限会社茨城まごころ介護サービスグループホームこころ,,0299-80-9055,茨城県潮来市日の出１丁目２１−１
803310,有限会社草津介護センター,,077-563-2615,滋賀県草津市西渋川1-15-10
874198,有限会社蘭方　デイサービスセンター蘭方,デイサービスセンター蘭方,088-676-2317,徳島県板野郡藍住町矢上字春日１００番地２
874456,有限会社蘭方　デイサービスセンター蘭方,デイサービスセンター蘭方,088-676-2317,徳島県板野郡藍住町矢上字春日１００番地２
758674,有限会社蝦名商事 有料老人ホーム宝園,,017-766-9131,青森県青森市大字安田字近野1-73
886718,有限会社豊岡福祉会 アットホーム平田,,0533-56-7534,愛知県蒲郡市平田町上六反田1-1
742131,有限会社鈴の木 デイサービスセンター平松,,028-634-0680,栃木県宇都宮市平松本町325
90685,有限会社錦成　　ニコニコ介護刈谷センター(居宅介護支援事業所),,056-663-1725,愛知県刈谷市広小路5丁目40番地
81431,有限会社錦成 ニコニコ介護刈谷センター(居宅介護支援事業所),,0566-63-1725,愛知県刈谷市広小路5丁目40
137936,有限会社青森福祉サービスグループホーム上磯,,017-761-3080,青森県青森市大字小橋字田川93番地1
593144,有限会社青森福祉サービスグループホーム上磯,,017-761-3080,青森県青森市大字小橋字田川93番地1
782027,有限会社響 グループホームゆらり,グループホームゆらり,0739-25-8889,和歌山県田辺市上の山1丁目19-23
500930,有限会社香友住宅型有料老人ホームライズ,,0584-27-1020,岐阜県安八郡神戸町北一色2-1
828568,有限会社香友住宅型有料老人ホームライズ,,0584-27-1020,岐阜県安八郡神戸町北一色2-1
829056,有限会社香友住宅型有料老人ホームライズ,,0584-27-1020,岐阜県安八郡神戸町北一色2-1
829746,有限会社香友住宅型有料老人ホームライズ,,0584-27-1020,岐阜県安八郡神戸町北一色2-1
77487,有限会社香友有料老人ホームライズ,,0584-27-1020,岐阜県安八郡神戸町北一色2-1
596745,有限会社高齢者介護センター,,043-307-7010,千葉県千葉市若葉区中田町1041-1
676474,有限会社高齢者介護センター,,043-228-7780,千葉県千葉市若葉区中田町１０４１番地の１
727556,有限会社高齢者介護センター,,043-228-7780,千葉県千葉市若葉区中田町１０４１番地の１
395051,朝日ベストライフ株式会社グループホームあさひの家,,011-530-1717,札幌市中央区南11条西8丁目4-8　あさひメディカルビル中島公園2F
91542,杉友商事株式会社デイホーム梅里,,052-804-0866,愛知県名古屋市天白区原1-2006 杉浦ビル
887148,杉友商事株式会社小規模多機能型居宅介護デイホームフレンド,,052-804-0866,愛知県名古屋市天白区原1-2006 杉浦ビル
89923,東住吉マルタマフーズ株式会社特別養護老人ホーム『亀岡友愛園』,,0771-26-2115,京都府亀岡市本梅町平松ナベ倉12
89922,東住吉マルタマフーズ株式会社特別養護老人ホーム『御陵洛東園』,,075-561-1171,京都府京都市山科区御陵岡町1-2
887029,東海エイド株式会社グループホームなごみや,,0566-62-7537,愛知県刈谷市井ヶ谷町久伝原41
82883,松竹デイサービスセンター 株式会社松竹,,072-753-7871,大阪府池田市神田2-17-7コリーナデルソル
79740,柊野福祉会グループ 社会福祉法人 柊野福祉会/アーバンスタイルケア株式会社,,075-711-5589,京都市北区上賀茂馬ノ目町１９番地１
124865,栃木ケアセンターそよ風,,0282-20-5436,栃木県栃木市沼和田町9-27
864335,株式会社　MURO　グループホーム太陽のおうち,,073-461-6522,和歌山県和歌山市山口西385-1
847424,株式会社　アイ・エム・シー　ライフステージ　IMCグループホーム大原,,088-803-8850,高知県高知市大原町８８－２
848099,株式会社　アイ・エム・シー　ライフステージ　IMCグループホーム大原,,088-803-8850,高知県高知市大原町８８－２
801113,株式会社　アイ・エム・シーライフステージ　IMCグループホーム高須,,088-878-8655,高知県高知市高須２丁目１４－７
124157,株式会社　エステートホーム,,058-271-9174,岐阜県岐阜市西鶉５丁目１５番地エステート１５　６Ｆ
499978,株式会社　エステートホーム,,058-271-9174,岐阜県岐阜市西鶉５丁目１５番地エステート１５　６Ｆ
686249,株式会社　エステートホーム,,058-394-3110,岐阜県羽島市竹鼻町丸の内9丁目53番地
364620,株式会社　エバホームケアサービス,,052-891-1200,愛知県名古屋市天白区古川町46番地
591996,株式会社　エミール介護センター,,048-567-3333,埼玉県熊谷市日向921-2
677493,株式会社　エミール介護センター,,048-567-3335,埼玉県熊谷市日向921-2
683002,株式会社　エミール介護センター,,048-567-3333,埼玉県熊谷市日向921-2
565074,株式会社　オアシスグループ,,0120-188-177,大阪府大阪市平野区背戸口3丁目7-16
800597,株式会社　ケア・ステーション　あか門デイサービスセンター,,0877-85-6666,香川県善通寺市文京町4丁目8番25号
577562,株式会社　ケアセンターとかじ,,089-998-2255,愛媛県松山市味酒町1丁目9番地15
