id,company,store,first_name,last_name,first_kana,last_kana,tel,tel2,fax,mobile,industry,mail,url,people,postnumber,address,caption,remarks,status,created_at,updated_at,memo_5,title,other,url_2,inflow,business,price,number,history,area,target,start,choice,sfa_statu,contact_url,meeting,experience,extraction_count,send_count,worker_id,genre,forever,customers_code,requirement_title,price_title,experienc_title,refund_title,usp_title,other_receive_1_title,other_receive_2_title,other_receive_3_title,industry_code,company_name,payment_date,industry_mail,worker_update_count_day,worker_update_count_week,worker_update_count_month
564598,有限会社ほほえみ,,貞包　健一,,,,093-611-0825,,,,ケアリンク（介護・福岡）,,,,807-0845,福岡県北九州市八幡西区永犬丸南町２－２－４１,,,,2024-02-16 01:51:18 +0900,2024-02-16 01:51:18 +0900,,訪問介護士,正社員,https://xn--pckua2a7gp15o89zb.com/jb/2a4e1302870d09948718938b2643a866,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
564605,有限会社　トータルケアサービス,,火ノ口　竹成,,,,0949-29-2160,,,,ケアリンク（介護・福岡）,total-th@jcom.zaq.ne.jp,https://hp.kaipoke.biz/gsu/index.html,50,822-0001,福岡県直方市感田461番地3,,,,2024-02-16 01:51:20 +0900,2024-02-16 01:51:20 +0900,,介護職／デイサービス／デイサービスほまれ亭,正社員,https://xn--pckua2a7gp15o89zb.com/jb/b4772fd6f5a1a9758c009d680e5f4549,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
565701,特定医療法人 山角会,,山角　博,,,,0555-25-3661,,,,フコックス（介護）,,http://www.yamazumikai.jp/,,400-0007,山梨県南都留郡西桂町下暮地184,,,,2024-02-19 00:51:12 +0900,2024-02-19 00:51:12 +0900,,精神科病院の臨床心理士さん週休二日9時から17時,正社員,https://xn--pckua2a7gp15o89zb.com/jb/869b776a0c1516150fd956d705e46087,,介護,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,,,,,,,
565787,有限会社えんふく,,白福　達也,,,,093-777-9482,,,,ケアリンク（介護・福岡）,,,,807-0874,福岡県北九州市八幡西区大浦１丁目１３−５　エルカミノ２０６号,,,,2024-02-20 14:19:19 +0900,2024-02-20 14:19:19 +0900,,看護師／訪問看護,正社員,https://xn--pckua2a7gp15o89zb.com/jb/3439a62ab3af8523ebd0bf69c3d40584,,介護,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,,,,,,,
567152,株式会社赤城ハイランド,,近藤富子,,,,027-231-9585,,,,G&G（介護）,,,,,群馬県前橋市若宮町4-24-5,,,,2024-02-21 19:47:11 +0900,2024-02-21 19:47:11 +0900,,介護福祉士、ヘルパー／ケアセンタ-若宮,正社員/アルバイト・パート,https://xn--pckua2a7gp15o89zb.com/jb/daacc69ae759ca7b3c4983d2cbc52716,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
567157,有限会社瑞花,,萩原孝子,,,,0270-30-5755,,,,G&G（介護）,,,,,群馬県伊勢崎市波志江町776-3,,,,2024-02-21 19:47:13 +0900,2024-02-21 19:47:13 +0900,,月給21万円〜で無資格OKのショートステイの介護スタッフ,正社員,https://xn--pckua2a7gp15o89zb.com/jb/9a4b36bad4a884d4c9975adb026ecc42,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
569407,医療法人順風会,,宇都宮　一泰,,,,089-905-2020,,,,SOUND（介護）,,,307,791-2112,愛媛県伊予郡砥部町重光275-1,,,,2024-03-01 23:20:21 +0900,2024-10-19 17:23:06 +0900,,介護職・ヘルパー初任者／車通勤OK／交通費支給／退職金制度あり,正社員,https://xn--pckua2a7gp15o89zb.com/jb/df79942928ae32bc0783ab30c10648db,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,27500,一般社団法人日本料飲外国人雇用協会,末日,tanaka@jfbfe.or.jp,,,
569853,有限会社石井,,石井　伸,,,,072-349-6155,,,,ケアリンク（介護・大阪）,,https://akarui-te.com/,,590-0103,大阪府堺市南区深阪南119-101,,,,2024-03-04 13:27:56 +0900,2024-03-04 13:27:56 +0900,,訪問介護の介護職／堺市南区の訪問介護での介護職の転職求人,正社員,https://xn--pckua2a7gp15o89zb.com/jb/699e348f97f6521b325473ebe408a2d1,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
569862,株式会社さくら,,苞山　吉成,,,,072-369-0303,,,,ケアリンク（介護・大阪）,,https://magokoro-kaigo-sakura.com/,,587-0065,大阪府堺市美原区小寺63番地1,,,,2024-03-04 13:27:58 +0900,2024-03-04 13:27:58 +0900,,訪問介護の介護職／堺市美原区の訪問介護での介護職の転職求人,正社員,https://xn--pckua2a7gp15o89zb.com/jb/6859930c7868c73ee03f5b138ff654f2,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
569880,株式会社LEAD,,池野　晃,,,,06-6911-2030,,,,ケアリンク（介護・大阪）,,https://lead0123.co.jp/company,,538-0052,大阪府大阪市鶴見区横堤5-13-36　7F,,,,2024-03-04 13:28:02 +0900,2024-03-04 13:28:02 +0900,,訪問介護の介護職／大阪市鶴見区の訪問介護での介護職の転職求人,正社員,https://xn--pckua2a7gp15o89zb.com/jb/96b3bfc97b2ea6b0800f797195f92021,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
569994,株式会社紫悦,,野々村　有里,,,,06-6136-7096,,,,ケアリンク（介護・大阪）,,,,553-0003,大阪府大阪市福島区福島１丁目２番１２－３０５号,,,,2024-03-04 13:28:25 +0900,2024-03-04 13:28:25 +0900,,訪問介護での介護職／初任者研修,正社員,https://xn--pckua2a7gp15o89zb.com/jb/9a7d5f445f79f5c598c29b37f60ad7c1?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
570018,株式会社アスタス,,中曽根　功,,,,03-6909-4923,,,,フコックス（介護）,,https://kaminoda.com/,,179-0071,東京都練馬区旭町2-23-3,,,,2024-03-05 12:46:18 +0900,2024-03-05 12:46:18 +0900,,株式会社アスタスケアステーション上田野町の介護職・ヘルパー／経験者歓迎／男性活躍,正社員,https://xn--pckua2a7gp15o89zb.com/jb/b86a2fc14ba0651e095f946b0749cbd4,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
571233,有限会社ケアフィット,,萩野　英史,,,,059-620-1115,,,,ケアリンク（介護・三重）,,,,519-0504,三重県伊勢市小俣町宮前６４１番地１,,,,2024-03-05 13:08:35 +0900,2024-03-05 13:08:35 +0900,,JR参宮線宮川駅／有限会社ケアフィット生活サポートえがおの木の介護職・ヘルパー／女性活躍／社割あり,正社員,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lab4fece67f48ede440eb32dd8b644a49&p=t%2BAK7k0GmMUr0ZRss/MBmxRV3z8X3uXtnbFiSqklTeDdJ8V/Lm1kbMEVO5DHPI0/bMwvYoZhfFludrZY1WPcfmidAgfHqBQoe/89nqap1kc%2B8rez5M8XSnvqFU3ZdKsG5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2Bf7BMDc%2Be6julVOoDn%2BwDOGMhCw7ZkxFcfnKLRG73aeI9XOJ1Ii58pFMSFP/l4qkbJuZ8dlFyJmMeQMemLqXHXIYafZK3Hl%2BEc0Gb2kWXju6aa9bAAbxl2X6EaK7Iy1AuL86IsPaaQpdDmrTnGNtDWnEEGFHkE%2BUwFxK2aUry9HbB674g3CcZ8UWL/Zyu5yYMtMftPXnHgWZzFprmQlnEx3SER0k3YbbzDaw40srsl/ac4vCsRGd8lLO634rudsLg1ZKPGtXG6uCIvc6Qs86gS82hhTGn0MlPFz6VA1elJxom9RQlU4Hb4gOw1Apc8KD0o%3D&ph=c5ac9803032d&phv=1,,介護士,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
571273,株式会社JSIケアサポートユウキ,,西川毅,,,,059-261-6625,,,,ケアリンク（介護・三重）,,,,514-0815,三重県津市藤方２２５５番地３,,,,2024-03-05 13:08:50 +0900,2024-03-05 13:08:50 +0900,,介護職員・ヘルパー訪問介護事業所介護福祉士,正社員,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lbe28420a233f593f06a4ef2168b96471&p=t%2BAK7k0GmMUr0ZRss/MBm%2BsZHSYrPBntsHUVXA6Ylm4YG9eBtlm0OzWVMRXzDm7sAHU7RX40%2BfTm6G9o/5JwzWidAgfHqBQoe/89nqap1kf8ZyVb1wKU/WjDLyLdR%2B8e5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2BfxAesTK7xK%2BzRJrfe6aNJGY/7kZidVwldRTaRZc9X6S25HKY/UcDj3z3FU/moYM8NoAHA3oivHoqk48vmymIV%2BktIWmr2AYD/r%2BBNX1Vz5TdGfonYpZ64ocI5umXIAwqnM%2BMvjayUfjpbXOG5BtQoiU359WE56hc6oGNgtaf46AZmTahbOOixzmClejebSaBl6emzfNEMU7wC3BHXRdZ2f7mrlwSsvKQCMnwCLGPhG/BuzlV8K1DpftQ5qsjXtyRehgGiOmYJ4yReLTnode0t%2B&ph=67a56f17d487&phv=1,,介護士,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
571920,合同会社　信愛,,藤川　勇,,,,092-986-9247,,,,SOUND（介護）,,,,,福岡県須恵町上須恵775番地　フローラル須恵B101号,,,,2024-03-06 18:39:37 +0900,2024-10-19 17:23:10 +0900,,ヘルパー／在宅／訪問サービス／まごころ介護信愛,,https://xn--pckua2a7gp15o89zb.com/jb/bbbaa71c49a2229a73400ee18f90246a,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,27500,一般社団法人日本料飲外国人雇用協会,末日,tanaka@jfbfe.or.jp,,,
573820,SOMPOケア株式会社,,古賀浩,,,,04-7165-8433,,,,フコックス（介護）,,https://www.sompocare.com/,,276-0042,千葉県柏市柏1007-1,,,,2024-03-12 17:31:28 +0900,2024-03-12 17:31:28 +0900,,グループホーム介護職員,正社員,https://xn--pckua2a7gp15o89zb.com/jb/fbc074c16eb61471c62836dd82c8394b,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
573823,SOMPOケア株式会社,,古賀浩,,,,0475-50-9521,,,,フコックス（介護）,,https://www.sompocare.com/,,276-0042,千葉県東金市堀上8-1,,,,2024-03-12 17:31:29 +0900,2024-03-12 17:31:29 +0900,,介護職、ヘルパー／介護施設,正社員,https://xn--pckua2a7gp15o89zb.com/jb/88845423a98a646fd7c7f88e8dd53053,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
573825,SOMPOケア株式会社,,古賀浩,,,,043-214-4221,,,,フコックス（介護）,,https://www.sompocare.com/,,276-0042,千葉県千葉市若葉区桜木北2-11-11,,,,2024-03-12 17:31:30 +0900,2024-03-12 17:31:30 +0900,,ケアマネージャー／居宅介護支援,正社員,https://xn--pckua2a7gp15o89zb.com/jb/58d35bd04967a2bad3df9616cb36dac6,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
573859,SOMPOケア株式会社,,古賀浩,,,,04-7170-5610,,,,フコックス（介護）,,https://www.sompocare.com/,,276-0042,千葉県柏市青葉台2-16-15,,,,2024-03-12 17:31:40 +0900,2024-03-12 17:31:40 +0900,,ケアマネージャー／居宅介護支援,正社員,https://xn--pckua2a7gp15o89zb.com/jb/0fd61e5a747abd1a9250db172316e035,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
573892,SOMPOケア株式会社,,古賀浩,,,,047-403-6541,,,,フコックス（介護）,,https://www.sompocare.com/,,276-0042,千葉県船橋市中野木2-3-32,,,,2024-03-12 17:31:50 +0900,2024-03-12 17:31:50 +0900,,1／11新着／有料老人ホームの介護職／ヘルパー／社会保険完備／賞与あり,正社員,https://xn--pckua2a7gp15o89zb.com/jbi/67397b38c7590dc5ed0ea2b767102fef,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
574321,特定非営利活動法人エーデルの里,,三上夢美子,,,,017-718-2557,,,,SOUND（介護）,,,,030-0944,青森県青森市筒井字八ッ橋５１－２　１F,,,,2024-03-12 17:44:01 +0900,2024-10-19 17:23:14 +0900,,介護職・ヘルパー初任者／夜勤／車通勤OK／退職金制度あり,正社員,https://xn--pckua2a7gp15o89zb.com/jb/6ff2d67132e3e69b27ee60b2cd23a318,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,27500,一般社団法人日本料飲外国人雇用協会,末日,tanaka@jfbfe.or.jp,,,
575609,営利法人　株式会社YT,,髙沢　優,,,,078-515-8860,,,,ニュートラル（介護）,,https://hp.kaipoke.biz/szv/,4,652-0812,兵庫県神戸市兵庫区湊町3丁目2番24号,,,,2024-03-15 23:52:38 +0900,2024-10-26 21:26:06 +0900,,shousuke.onoe.yt@gmail.com,,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l08a5ef0f3b93aafab8e12dbfffad1de8&p=t%2BAK7k0GmMUr0ZRss/MBm7RioHmYo/IekStYi5hV5Jf7JjJnnElmvpHrQogdTv7BhIDR6KF0EyqAYKFJdG6IpKyEqhwHBfRIWevdSKLwAHHyj/cW/BCjc36%2BI6pggNy6foss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26trHFeaxT9P8SnBctKJg5CqUgvmDJdyhSUisFMpV%2B2XSBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAGHfi7GF3rIPWp6Eqtgk0E1hgPtv7LzoYKjwPA3QnPyrMjoSNMepHcmtIjbGeZwSwKRDx%2Brp6SIzqSGPS6PFA9o8Mk8INU1QWSmNqxkdlkR7taMgBQ%2BVW%2BeN8K3FSXaRp&ph=aa2635135644&phv=1,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
575795,株式会社Beside,,小林　健司,,,,011-555-6144,,,,SOUND（介護）,,https://beside-kocoro.crayonsite.net/,,001-0924,北海道札幌市北区新川4条19丁目4-25,,,,2024-03-18 19:57:21 +0900,2024-10-19 17:23:17 +0900,,介護支援専門員／居宅介護支援事業所こころナーシングステーション,,https://xn--pckua2a7gp15o89zb.com/jb/6956941e569d3a484ec7f2fa218d3623,,介護,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,27500,一般社団法人日本料飲外国人雇用協会,末日,tanaka@jfbfe.or.jp,,,
576572,株式会社なないろ,,長谷川泰子,,,,06-6928-7707,,,,ケアリンク（介護）,,,,534-0021,大阪府大阪市都島区都島本通４丁目２２番９号なないろビルヂング,,,,2024-03-19 20:09:57 +0900,2024-03-19 20:09:57 +0900,,訪問介護業務,,https://xn--pckua2a7gp15o89zb.com/jb/6e38e8b4fe032b35b2a02e070283ec92?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
576586,株式会社アイビーワンケア,,岩本　由美,,,,06-6722-5567,,,,ケアリンク（介護）,,,,577-0807,大阪府東大阪市菱屋西四丁目6番13号,,,,2024-03-19 20:10:01 +0900,2024-03-19 20:10:01 +0900,,大阪市北区内の訪問介護スタッフ,,https://xn--pckua2a7gp15o89zb.com/jb/7fbe6d58f1a456fbaa31093c779fd41c?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
576609,株式会社SAKATOH,,阪藤　賢一,,,,06-7494-9758,,,,ケアリンク（介護）,,,,534-0013,大阪府大阪市都島区内代町２－８－１０,,,,2024-03-19 20:10:07 +0900,2024-03-19 20:10:07 +0900,,ヘルパーステーションでの介護業務／自転車通勤可／中高年活躍中,,https://xn--pckua2a7gp15o89zb.com/jbn/447b281cafc4051d55a32eb0c0fe052f,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
576640,株式会社グランドライフ,,光野 有二朗,,,,06-6776-8534,,,,ケアリンク,,https://lgt.co.jp/,,,大阪府大阪市淀川区十三元今里2丁目12番6号,,,,2024-03-19 20:10:17 +0900,2024-10-19 17:23:18 +0900,,glz004住宅型有料老人ホーム／介護スタッフ／月給26.5万～,,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=85307ee293fa87958a369f4be353293d&p=t%2BAK7k0GmMUr0ZRss/MBmw5FCGom/MlVHTGfQQnzrWVUtYrfOLl4wT77ctpVD5N6RCO4x3jXITfb%2BLL5jjuZnGidAgfHqBQoe/89nqap1kfJxFSqYpJvRWhymiPriHolSQ8QZVsbWCDxpXjsmw2WljLrwJmqtAY27NjFfvV9JKegArTztmWE%2BUmPSdyvee7owyEUIw0LjPmy%2BvqzeMdYtA4qLXfNQpWtzDHlZFw4kH87/bGeLwqVfKFToyGzE5pkRp0CGp0%2BCobKk6LKZPVi4jqhHgjgEbjq7mbmu0V30gvhlLPgfTVnPzs0yoEeaf0ISRSWSYN84%2BrdSQQt%2BGbqq77P6NjvpKhnz7Hb8Zro%2Ba%2B8JdZp/VJT0Gc0Q7FdVucpi/UXY1dJ9mbvzYVphutWTdr9/oOOhc/T7LG47pluDKjKMuJ/jExVT%2B%2B7x1RwvvwdDJcksZhBuy37hlThBG4k34Itt4HngfdVZWxWPwBvtnQeXaGcJ0XEWqVpzj943oSb&ph=8eea65f85a5f&phv=1,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576642,Ａｉｒ Ｃｌｏｖｅｒ株式会社,,草田 礼二,,,,06-4963-3915,,,,ケアリンク,,https://www.bing.com/ck/a?!&&p=e28d6b62eb146aabJmltdHM9MTcwODU2MDAwMCZpZ3VpZD0yYjA3ZjJkNS1hYmY4LTYyZDEtMTM4Mi1lMWY0YWE0ZjYzYTgmaW5zaWQ9NTI0Mw&ptn=3&ver=2&hsh=3&fclid=2b07f2d5-abf8-62d1-1382-e1f4aa4f63a8&psq=%e3%81%af%e3%81%b4%e3%82%8a%e3%81%82%e6%9d%b1%e7%94%9f%e9%87%8e%e6%9c%ac%e7%a4%be&u=a1aHR0cDovL3d3dy5haXJjbG92ZXIuanAv&ntb=1,,,大阪府大阪市中央区備後町一丁目５番１６号,,,,2024-03-19 20:10:18 +0900,2024-10-19 17:23:18 +0900,,夜勤なしの介護職・介護職員,,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l7ea6805a031b2d3103f532ab718beb5f&p=t%2BAK7k0GmMUr0ZRss/MBm7mYriUrvdbXEYSxfByabS59H6bPoqbHLZhSsoXfk8gcf8H1D3KVJcJxTN50RO/limidAgfHqBQoe/89nqap1ke%2Br/Xjdk0eXmBZw1VHCFxH5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNghe%2BI776rmGo0UU5y%2B25XHTRdOP6BGgVipriC%2BY2mQKkd5LKs9DYIBv1IW2C%2Bm7wmtXOJ1Ii58pFMSFP/l4qkbIjcHwKgMChElSU5PgHYJyd5zxF5s472dFcRCA7N9cHz7xp5isralP2G5c/7gWqPWAtJvCohgSyW5rFz48XHix93JK9baeJfYj%2BTdV0ImmmV4qsGMhe/IRNCgjptwGiXlKO4WViq85ba9dPa%2BYOpP0AAXPCfC4QPTr%2BoAygHS3808jVmHRW1bGrCtucuytBZm0Oj9RBPp/8wI8i0FAnhr6N62CougoyphKtsZUd7MAuWCMhJttJQUC3lNKTP1JVu9XtaMgBQ%2BVW%2BeN8K3FSXaRp&ph=8f7dc6b84f8d&phv=1,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576643,有限会社ころっけ,,内山 美智子,,,,06-6606-8691,,,,ケアリンク,,,,,大阪府大阪市西成区潮路１丁目２－３２,,,,2024-03-19 20:10:18 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／1538,,https://xn--pckua2a7gp15o89zb.com/jbn/adcc9e879a459080508f8c8e53c22347,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576644,株式会社ケアフリー,,芝田 知明,,,,06-6699-6516,,,,ケアリンク,,https://www.carefree.co.jp/,,,大阪府大阪市東住吉区矢田１－２０－２２－１０１,,,,2024-03-19 20:10:19 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／0652,,https://xn--pckua2a7gp15o89zb.com/jbn/9ffdf0da1eaf673345ee2da442bb57e7,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576645,株式会社Ｍ＆Ａライフサポート,,村上淳二,,,,06-4398-3086,,,,ケアリンク,,,,,大阪府大阪市西成区天神ノ森１丁目１１番１４号,,,,2024-03-19 20:10:20 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／0835,,https://xn--pckua2a7gp15o89zb.com/jbn/7e46ae33b57f59387d1655e68f6b7b6f,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576649,クルー・コーポレーション株式会社,,若山 幸嗣,,,,06-6351-2177,,,,ケアリンク,,,,,大阪府吹田市泉町四丁目21番14-102号,,,,2024-03-19 20:10:21 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／0300,,https://xn--pckua2a7gp15o89zb.com/jbn/59cb9492d208553668cf69ab9f12efbc,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576650,合資会社 サンテル,,,,,,06-6556-1688,,,,ケアリンク,,https://santel.jp/,,,大阪府大阪市大正区小林東3-5-22,,,,2024-03-19 20:10:22 +0900,2024-10-19 17:23:18 +0900,,介護職／訪問介護／0587,,https://xn--pckua2a7gp15o89zb.com/jbn/888061fbfa32ce2ed50fe14c6077fde7,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576651,有限会社中野みか,,中野岐香,,,,06-4303-8833,,,,ケアリンク,,http://www.nakanomika.jp/index.html,,,大阪府大阪市平野区平野上町１丁目１－８,,,,2024-03-19 20:10:22 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／1323,,https://xn--pckua2a7gp15o89zb.com/jbn/be663e231cf0d41226993cbc17c0d928,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576653,株式会社Ｔｏｎｄｏ,,小松 真由美,,,,06-4708-5067,,,,ケアリンク,,https://www.bing.com/ck/a?!&&p=d1c638f47480c426JmltdHM9MTcwODU2MDAwMCZpZ3VpZD0yYjA3ZjJkNS1hYmY4LTYyZDEtMTM4Mi1lMWY0YWE0ZjYzYTgmaW5zaWQ9NTIyOQ&ptn=3&ver=2&hsh=3&fclid=2b07f2d5-abf8-62d1-1382-e1f4aa4f63a8&psq=%e3%83%88%e3%83%b3%e3%83%89%e3%81%8a%e3%81%8a%e3%81%af%e3%81%99%e3%82%b1%e3%82%a2%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e6%9c%ac%e7%a4%be&u=a1aHR0cDovL3RvbmRvLmNvLmpwLw&ntb=1,,,大阪府大阪市中央区東心斎橋１丁目９番２１号,,,,2024-03-19 20:10:23 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／1808,,https://xn--pckua2a7gp15o89zb.com/jbn/cfa0be72aee1dc50b13aec83387b8c56,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576654,エヌ・エス・ケイ株式会社,,野口 隆雄,,,,06-6991-8251,,,,ケアリンク,,https://machinozen-group.com/,70,,大阪府大阪市鶴見区焼野1丁目南7-2,,,,2024-03-19 20:10:23 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／定期巡回・随時対応サービス／0145,,https://xn--pckua2a7gp15o89zb.com/jbn/4d47058b36c6a6b6b2179d499e28186f,,介護,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,10000,自社,"","",,,
576655,株式会社ＳＨＩＦＴ,,角西 勇一,,,,06-6832-1605,,,,ケアリンク,,https://iyasaka.care/,,,大阪府豊中市上新田４丁目１６番１２－１０１号,,,,2024-03-19 20:10:23 +0900,2024-10-19 17:23:18 +0900,,介護職／ヘルパー／訪問介護／1556,,https://xn--pckua2a7gp15o89zb.com/jbn/64b546b3b11ace896e9b8eee5a06e87e,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576656,株式会社えがお,,西垣泰男,,,,06-6776-4715,,,,ケアリンク,,https://www.bing.com/ck/a?!&&p=a8e8386e72275f76JmltdHM9MTcwODU2MDAwMCZpZ3VpZD0yYjA3ZjJkNS1hYmY4LTYyZDEtMTM4Mi1lMWY0YWE0ZjYzYTgmaW5zaWQ9NTMwNw&ptn=3&ver=2&hsh=3&fclid=2b07f2d5-abf8-62d1-1382-e1f4aa4f63a8&psq=%e3%81%88%e3%81%8c%e3%81%8a%e3%82%b1%e3%82%a2%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e6%9c%ac%e7%a4%be&u=a1aHR0cDovL3d3dy5lZ2FvLWRlLmNvbS9hY2NzZXNzLw&ntb=1,,,大阪府大阪市天王寺区生玉前町４番１２号,,,,2024-03-19 20:10:24 +0900,2024-10-19 17:23:19 +0900,,介護職／ヘルパー／訪問介護／1609,,https://xn--pckua2a7gp15o89zb.com/jbn/53674579b81bf501230c36cf3dec8c98,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576657,合同会社オレア,,,,,,06-6569-9427,,,,ケアリンク,,https://hp.kaipoke.biz/30d/index.html,12,,大阪府大阪市阿倍野区相生通1丁目４－３２,,,,2024-03-19 20:10:25 +0900,2024-10-19 17:23:19 +0900,,常勤ヘルパー／訪問介護／1580,,https://xn--pckua2a7gp15o89zb.com/jbn/155e6a614846b963fc3e93737ba31fe8,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576662,社会福祉法人 慶生会,,永井 正史,,,,06-6758-0088,,,,ケアリンク,,https://kyouseikai.org/,,,大阪府大阪市生野区巽東4-11-10,,,,2024-03-19 20:10:27 +0900,2024-10-19 17:23:19 +0900,,介護職／ヘルパー／訪問介護／1305,,https://xn--pckua2a7gp15o89zb.com/jbn/81d60631abc9d52b028ad728048c9ef1,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
576668,株式会社 SOHGO PLANNING,,秦 佐知子,,,,06-6458-1523,,,,ケアリンク,,https://sohgo-planning.com/,,,大阪府大阪市北区大淀中４丁目６番１６号,,,,2024-03-19 20:10:30 +0900,2024-10-19 17:23:19 +0900,,介護職／ヘルパー／訪問介護／2518,,https://xn--pckua2a7gp15o89zb.com/jbn/41986eee11c4bb98f49fe437fe41dbd6,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,10000,自社,"","",,,
