ID,Company,Created At,Tel
1004108,株式会社ハマキョウレックスつくばセンター,2025-04-03 18:38:38 +0900,029-848-3600
886840,株式会社ハルス 天然温泉有料老人ホームはるすのお家蟹江,2025-01-11 10:53:24 +0900,0567-95-5081
886533,株式会社ひかりサービス グループホームジョイア宇頭,2025-01-11 10:53:24 +0900,0564-73-3108
887051,株式会社ビジュアルビジョン けあビジョンホーム田原,2025-01-11 10:53:24 +0900,0531-34-0070
116766,株式会社ひたち農園加工センター,2021-09-23 22:59:39 +0900,0295-56-3078
801130,株式会社ヒョウゴナカムラ　デイサービスセンターさわやか,2024-11-14 19:23:39 +0900,0859-38-5288
895640,株式会社ファミーユ グループホームつぐみ八坂,2025-01-22 07:55:45 +0900,054-376-5005
153142,株式会社ふるさとおふくろ苑デイサービスセンター...,2022-05-04 11:19:07 +0900,0577-57-8688
50402,株式会社ブレイング 東京ベイマテリアルセンター,2020-08-20 11:17:42 +0900,0436-40-3900
50520,株式会社プロローグ住宅型有料老人ホームレイー...,2020-08-20 11:17:56 +0900,043-483-0411
887049,株式会社フロンティアの介護 グループホームおばたの憩,2025-01-11 10:53:24 +0900,052-797-8108
887002,株式会社フロンティアの介護 グループホームしんしろの憩,2025-01-11 10:53:24 +0900,052-758-4472
886892,株式会社フロンティアの介護 介護付有料老人ホーム「ハイリタイヤー21南山」,2025-01-11 10:53:24 +0900,052-752-9801
886424,株式会社フロンティアの介護 介護付有料老人ホームおおだかの憩,2025-01-11 10:53:23 +0900,052-623-6441
886555,株式会社フロンティアの介護 介護付有料老人ホームハイリタイヤー名城,2025-01-11 10:53:24 +0900,052-588-9800
43549,株式会社ペアウェル介護付有料老人ホームペアウェル多摩川,2020-07-16 13:43:25 +0900,042-377-8341
318366,株式会社ベストランス川口共配センター,2022-06-28 19:10:30 +0900,04-8227-5223
887165,株式会社ベネッセスタイルケア メディカルホームくらら猪高緑地,2025-01-11 10:53:25 +0900,052-705-8765
886933,株式会社ベネッセスタイルケア メディカルホームまどか汐路,2025-01-11 10:53:24 +0900,052-859-1551
886558,株式会社ベネッセスタイルケアベネッセ介護センター名古屋,2025-01-11 10:53:24 +0900,052-339-1053
847151,株式会社ヘルシーエイジング　デイサービスオレンジホーム,2024-12-11 01:36:19 +0900,0875-62-1870
43553,株式会社ヘルスケアシステムナーシングホーム江戸川,2020-07-20 03:01:34 +0900,03‐5696‐4311
886402,株式会社ボーベルカンパニー介護付有料老人ホームBeautiful Houseひなた,2025-01-11 10:53:23 +0900,0800-100-0810
317889,株式会社ホームズマルホサッシセンター物流工事課,2022-06-28 19:07:32 +0900,048-265-5634
886608,株式会社ほほえみシルバーホームよもぎ台,2025-01-11 10:53:24 +0900,052-779-8660
993197,株式会社ほほえみの里有料老人ホームほほえみ苑,2025-04-02 20:27:40 +0900,0224-35-1711
887164,株式会社ミズノ 介護付有料老人ホームひだまりの郷たけとよ,2025-01-11 10:53:25 +0900,0569-72-1885
20314,株式会社メロンブックス 横浜センター,2020-03-07 08:36:48 +0900,050-3530-4257
989103,株式会社ヤマシタ大阪南港ハブセンター,2025-03-30 01:03:06 +0900,0547-38-1515
322045,株式会社ヤマトリース 狭山機材センター,2022-06-28 19:33:14 +0900,04-2990-8645
319691,株式会社ヤマトリース狭山機材センター,2022-06-28 19:18:27 +0900,04-2990-8645
320025,株式会社やよい運送浦安センター,2022-06-28 19:20:34 +0900,047-305-8413
601583,株式会社ゆうあい看護師家政婦職業センター,2024-05-18 15:48:47 +0900,093-967-2942
767935,株式会社ゆとりの園 ケアホームゆとりの園入江,2024-10-10 19:46:03 +0900,076-292-2800
872249,株式会社ゆとりの園　ケアホームゆとりの園入江,2025-01-05 05:33:07 +0900,076-292-2800
870506,株式会社ユニバーサル山形グループホームつばさ金井,2025-01-04 23:38:34 +0900,023-627-7011
168901,株式会社ユニマット スタッフカンパニー岩瀬ケアセンターそよ風,2022-05-16 18:41:01 +0900,03-6804-3485
133587,株式会社ユニマットリタイアメント・コミュニティ南光台ケアセンター そよ風,2021-12-22 13:10:18 +0900,022-388-4651
894511,株式会社ライフクリエイトデイサービスセンター花水木,2025-01-21 05:58:16 +0900,0581-27-0367
894702,株式会社ライフクリエイトデイサービスセンター花水木,2025-01-21 07:51:06 +0900,0581-27-0367
895313,株式会社ライフクリエイトデイサービスセンター花水木,2025-01-21 08:14:07 +0900,0581-27-0367
29186,株式会社ライフサポート・エガワ 戸田センター,2020-05-06 22:57:17 +0900,048-449-8211
317559,株式会社ライフサポート・エガワ神奈川センター,2022-06-28 19:06:05 +0900,042-703-9701
320029,株式会社ライフサポート・エガワ足立センター,2022-06-28 19:20:36 +0900,03-3897-5151
800960,株式会社ライフテラス　グループホーム憩いの生活館‐いっく,2024-11-14 19:23:38 +0900,088-879-3408
847507,株式会社ライフテラス　グループホーム憩いの生活館‐いっく,2024-12-11 01:36:20 +0900,088-879-3408
870509,株式会社ライフネットグループホームいろ花の里,2025-01-04 23:38:34 +0900,0235-78-7338
886965,株式会社らく楽 ナーシングホームらもーれ天白医療モール,2025-01-11 10:53:24 +0900,052-800-0100
800981,株式会社ラシエル　グループホームRASIEL高知,2024-11-14 19:23:38 +0900,088-846-6661
316700,株式会社ラルス大垣リサイクルセンター,2022-06-23 14:30:55 +0900,0584-71-7320
70577,株式会社リンデンナーシングホーム岡上,2020-11-24 11:44:20 +0900,044-455-4130
886634,株式会社ル・グラン ナーシングホーム形原,2025-01-11 10:53:24 +0900,0533-56-0123
36171,株式会社ローザス国立さくら病院,2020-06-24 08:57:43 +0900,042-577-1011
48637,株式会社ローザス大倉山記念病院,2020-08-06 11:31:50 +0900,045-531-2546
48640,株式会社ローザス特別養護老人ホーム ラスール麻生,2020-08-06 11:31:50 +0900,044-712-7722
48646,株式会社ローザス金沢病院,2020-08-06 11:31:51 +0900,045-781-2611
886914,株式会社ロックオン 上浜乃湯デイサービスセンター,2025-01-11 10:53:24 +0900,052-613-6211
872268,株式会社ワールドステイ　lデイサービスセンター春日和神宮寺,2025-01-05 05:33:07 +0900,076-208-3088
48620,株式会社ワコー不動産管理センター,2020-08-06 11:31:48 +0900,045-571-5460
833255,株式会社ワコー車検センター,2024-12-02 17:50:26 +0900,052-796-4455
886960,株式会社ワンダーサービス 有料老人ホームナーシングホームオレンジ中町,2025-01-11 10:53:24 +0900,0563-65-0225
894498,株式会社五十鈴介護住宅型有料老人ホームカーサ,2025-01-21 05:58:16 +0900,0572-44-8320
894689,株式会社五十鈴介護住宅型有料老人ホームカーサ,2025-01-21 07:51:06 +0900,0572-44-8320
895300,株式会社五十鈴介護住宅型有料老人ホームカーサ,2025-01-21 08:14:06 +0900,0572-44-8320
164194,株式会社京栄センター 西日本エリア,2022-05-12 11:13:41 +0900,052-414-5050
171212,株式会社人材バンク大分コールセンター,2022-05-16 20:19:10 +0900,097-524-2288
988061,株式会社佐合木材バイオマスセンター美濃加茂,2025-03-30 00:16:34 +0900,0574-26-3111
886481,株式会社倖健 介護付有料老人ホームサンハートライフ常滑,2025-01-11 10:53:23 +0900,0569-35-3393
800794,株式会社優美　グループホーム天の川,2024-11-14 19:23:38 +0900,0880-34-8882
800911,株式会社優美　グループホーム天の川,2024-11-14 19:23:38 +0900,0880-34-8882
847461,株式会社優美　有料老人ホームあったかホームなでしこ,2024-12-11 01:36:20 +0900,0880-37-1251
847444,株式会社優美　有料老人ホーム愛夢しまんと,2024-12-11 01:36:20 +0900,0880-31-1008
848119,株式会社優美　有料老人ホーム愛夢しまんと,2024-12-11 01:38:03 +0900,0880-31-1008
847579,株式会社優美有料老人ホーム愛夢しまんと,2024-12-11 01:36:20 +0900,0880-31-1008
848254,株式会社優美有料老人ホーム愛夢しまんと,2024-12-11 01:38:03 +0900,0880-31-1008
829669,株式会社共寿グループホーム千本松福寿苑,2024-12-02 00:28:22 +0900,0584-89-4994
829567,株式会社共寿グループホーム江並福壽苑,2024-12-02 00:28:21 +0900,0584-87-2350
894516,株式会社共寿グループホーム江並福壽苑,2025-01-21 05:58:16 +0900,0584-87-2350
894707,株式会社共寿グループホーム江並福壽苑,2025-01-21 07:51:06 +0900,0584-87-2350
895318,株式会社共寿グループホーム江並福壽苑,2025-01-21 08:14:07 +0900,0584-87-2350
886283,株式会社共寿デイサービスセンター養老「福寿苑」,2025-01-11 10:48:47 +0900,0584-34-3011
847148,株式会社共生バックアップシステム　デイサービスセンターフクシア,2024-12-11 01:36:19 +0900,0875-82-3351
590379,株式会社北寿住宅型有料老人ホーム雀の郷,2024-04-25 05:57:32 +0900,0770-20-1711
828648,株式会社吉昇幹みどりデイサービスセンター,2024-12-01 23:40:39 +0900,059-348-5656
829136,株式会社吉昇幹みどりデイサービスセンター,2024-12-02 00:01:06 +0900,059-348-5656
829826,株式会社吉昇幹みどりデイサービスセンター,2024-12-02 00:28:22 +0900,059-348-5656
1008993,株式会社吉昇幹みどりデイサービスセンター,2025-04-08 21:05:06 +0900,059-348-5656
828756,株式会社吉清会住宅型有料老人ホームかりん明和,2024-12-01 23:40:39 +0900,0596-53-1500
829244,株式会社吉清会住宅型有料老人ホームかりん明和,2024-12-02 00:01:06 +0900,0596-53-1500
829934,株式会社吉清会住宅型有料老人ホームかりん明和,2024-12-02 00:28:22 +0900,0596-53-1500
895642,株式会社品川屋 介護付き有料老人ホームグリーンヴィラペリデ長田,2025-01-22 07:55:45 +0900,054-201-1165
895621,株式会社品川屋 有料老人ホームペリデ長田,2025-01-22 07:55:45 +0900,054-201-1165
77371,株式会社埼玉スポーツセンターゆとりの郷にいざ温泉,2021-02-18 09:52:00 +0900,048-479-4126
886627,株式会社夢眠ホーム 小規模多機能型居宅介護夢眠ちよだばし,2025-01-11 10:53:24 +0900,052-715-3507
886828,株式会社大木家 まちのオアシスグループホーム前田,2025-01-11 10:53:24 +0900,0532-55-5311
886625,株式会社大木屋 まちのオアシスグループホーム横山,2025-01-11 10:53:24 +0900,0566-77-0305
995267,株式会社大栄グループホームさくらの里,2025-04-02 21:23:13 +0900,025-375-3131
870514,株式会社大礼住宅型有料老人ホーム手to手,2025-01-04 23:38:34 +0900,0172-69-2977
164072,株式会社安全システム情報センター広島本社,2022-05-12 11:13:17 +0900,:082-234-7277
886968,株式会社安芳 介護付有料老人ホーム永遠の郷,2025-01-11 10:53:24 +0900,0587-93-5577
886843,株式会社安里 東海橋苑グループホーム東起,2025-01-11 10:53:24 +0900,052-381-6800
51276,株式会社富久有料老人ホーム志木シルバーハイツ第...,2020-08-24 10:08:36 +0900,049-252-2515
895674,株式会社富士見プロジェクト グループホームさくら,2025-01-22 07:55:45 +0900,054-344-2230
887059,株式会社寿々チャレンジドホーム寿々港,2025-01-11 10:53:24 +0900,052-355-7332
886602,株式会社寿々ナーシングホーム寿々浄水,2025-01-11 10:53:24 +0900,0565-41-8555
153166,株式会社川徳介護付有料老人ホーム憩いの里・大垣,2022-05-04 11:19:10 +0900,0584-74-1330
800978,株式会社幸　デイサービスセンター幸のつどい,2024-11-14 19:23:38 +0900,088-855-4163
51950,株式会社日本エルダリーケアサービスデイホームゆ...,2020-08-31 08:54:59 +0900,045-508-6780
51288,株式会社日本介護センター日介ケアセンター花畑,2020-08-24 10:08:37 +0900,03-5851-3373
886708,株式会社朋優ナーシングホームいきいき細野,2025-01-11 10:53:24 +0900,0568-94-5225
1008968,株式会社朋優ナーシングホームいきいき細野,2025-04-08 21:05:06 +0900,0568-94-5225
590259,株式会社朋慈会デイサービスセンターひまり,2024-04-25 05:56:40 +0900,076-296-1822
320132,株式会社東京アクティー上尾センター,2022-06-28 19:21:14 +0900,048-779-5005
988011,株式会社東京アクティー山梨センター,2025-03-30 00:16:34 +0900,055-225-3331
316169,株式会社東京テレマーケティング池袋センター,2022-06-23 14:29:11 +0900,03-5396-4094
827658,株式会社東京ビデオセンター入社,2024-11-28 00:37:24 +0900,03-6261-7500
318010,株式会社東京運搬社加須医薬共配センター,2022-06-28 19:08:16 +0900,0480-76-3102
322700,株式会社林間 新宿募集センター,2022-06-28 19:35:47 +0900,03-5155-0743
319142,株式会社林間新宿募集センター,2022-06-28 19:14:42 +0900,03-5155-0743
886836,株式会社森津介護サービス グループホーム森津苑,2025-01-11 10:53:24 +0900,0565-54-0070
959136,株式会社武蔵野ロジスティクス八千代センター,2025-03-03 22:24:30 +0900,047-405-3611
318306,株式会社武蔵野ロジスティクス埼玉物流センター配送,2022-06-28 19:10:10 +0900,049-258-6851
954327,株式会社武蔵野ロジスティクス大和センター,2025-02-27 23:55:55 +0900,049-258-3000
959809,株式会社武蔵野ロジスティクス新横浜センター,2025-03-03 22:42:57 +0900,045-465-4650
318308,株式会社武蔵野ロジスティクス朝霞センター,2022-06-28 19:10:11 +0900,03-5848-5695
949795,株式会社武蔵野ロジスティクス朝霞センター,2025-02-20 18:14:52 +0900,03-5848-5695
318307,株式会社武蔵野ロジスティクス神奈川物流センター,2022-06-28 19:10:10 +0900,046-259-2261
959137,株式会社武蔵野ロジスティクス習志野物流センター,2025-03-03 22:24:30 +0900,047-408-2581
874213,株式会社洋敬通商　有料老人ホーム蘭方,2025-01-05 08:30:11 +0900,088-676-2317
886645,株式会社流行発信ホールディングス 介護付有料老人ホームてんぱくの憩,2025-01-11 10:53:24 +0900,052-806-1010
937261,株式会社流通サービス久喜センター,2025-02-13 23:51:14 +0900,0480-22-6149
837691,株式会社流通サービス仙台北センター,2024-12-05 17:11:32 +0900,022-771-9222
837898,株式会社流通サービス仙台北センター,2024-12-05 17:31:12 +0900,022-771-9222
839234,株式会社流通サービス仙台北センター,2024-12-09 18:21:57 +0900,022-771-9222
937265,株式会社流通サービス入間センター,2025-02-13 23:51:14 +0900,04-2960-0605
318429,株式会社流通サービス多摩ニュータウンセンター,2022-06-28 19:10:52 +0900,042-311-0851
937476,株式会社流通サービス姫路センター,2025-02-13 23:51:14 +0900,0790-35-8072
905722,株式会社流通サービス成田センター,2025-01-28 18:29:44 +0900,0476-29-4484
937285,株式会社流通サービス成田センター,2025-02-13 23:51:14 +0900,0476-29-4484
937262,株式会社流通サービス所沢センター,2025-02-13 23:51:14 +0900,04-2990-1291
318431,株式会社流通サービス東久留米センター,2022-06-28 19:10:52 +0900,0424-60-5100
318430,株式会社流通サービス町田センター,2022-06-28 19:10:52 +0900,042-798-5510
937317,株式会社流通サービス町田センター,2025-02-13 23:51:14 +0900,042-798-5510
643787,株式会社熊本流通情報センター,2024-05-19 12:50:17 +0900,096-377-2055
643897,株式会社熊本計算センター,2024-05-19 12:50:56 +0900,096-383-3384
319605,株式会社熊谷環境分析センター,2022-06-28 19:17:54 +0900,048-532-1655
321737,株式会社熊谷環境分析センター,2022-06-28 19:31:58 +0900,048-532-1655
433683,株式会社特定技能支援センター,2023-05-28 20:29:45 +0900,027-212-0275
602634,株式会社特定技能支援センター,2024-05-18 16:48:43 +0900,027-212-0275
690516,株式会社特定技能支援センター,2024-07-24 18:00:46 +0900,01-2077-4773
976353,株式会社特定技能支援センター,2025-03-15 23:16:27 +0900,272120275
171246,株式会社琉球人材派遣センター,2022-05-16 20:19:18 +0900,098-939-3225
648867,株式会社琉球人材派遣センター,2024-05-19 13:57:19 +0900,098-939-3225
886447,株式会社瑞穂介護センター グループホームあいる岡田,2025-01-11 10:53:23 +0900,0562-55-0030
895628,株式会社福与 介護付有料老人ホームナーシングホームあしたば,2025-01-22 07:55:45 +0900,054-288-0303
110296,株式会社福島人材派遣センター郡山支社[ビッグアイ登録センター],2021-08-23 13:55:33 +0900,024-925-3711
993211,株式会社福祉の杜デイサービス・有料老人ホーム福祉の杜,2025-04-02 20:27:40 +0900,0229-56-6062
886583,株式会社福祉の里 グループホーム遊楽苑師勝,2025-01-11 10:53:24 +0900,0568-26-5911
993232,株式会社紅葉住宅型有料老人ホーム悠泉の郷,2025-04-02 20:27:40 +0900,022-361-5377
995279,株式会社華輪ケアホームかりん二和,2025-04-02 21:23:13 +0900,047-449-2211
886934,株式会社街づくり総合研究所 介護付有料老人ホームエルダーハウス上前津,2025-01-11 10:53:24 +0900,052-350-7007
886377,株式会社街づくり総合研究所エルダーホーム志賀本通,2025-01-11 10:53:23 +0900,052-918-8555
1008920,株式会社街づくり総合研究所エルダーホーム志賀本通,2025-04-08 21:05:06 +0900,052-918-8555
36839,株式会社補償業務センター東京本社,2020-06-25 14:34:13 +0900,042-300-0566
320057,株式会社関根ロジスティクス神奈川物流センター,2022-06-28 19:20:46 +0900,045-227-8510
886964,株式会社麦島建設 介護付有料老人ホームエイジトピア星ヶ丘,2025-01-11 10:53:24 +0900,052-872-6106
990410,河合製氷冷蔵株式会社福岡第1物流センター,2025-03-30 14:59:41 +0900,092-931-3737
990392,河合製氷冷蔵株式会社福岡第2物流センター,2025-03-30 14:59:41 +0900,092-957-1607
994636,社会医療法人福島厚生会福島第一病院,2025-04-02 21:09:28 +0900,024-557-5111
886567,社会福祉法人　名古屋ライトハウス特別養護老人ホーム瀬古第一マザー園,2025-01-11 10:53:24 +0900,052-792-5556
886563,社会福祉法人　長福会特別養護老人ホーム　デイパーク大府,2025-01-11 10:53:24 +0900,0562-43-7885
886917,社会福祉法人tomoni plus 特別養護老人ホーム喜多乃郷,2025-01-11 10:53:24 +0900,052-659-3758
887050,社会福祉法人あいち 特別養護老人ホームメリーホーム幸田,2025-01-11 10:53:24 +0900,0564-64-6961
110292,社会福祉法人アイリス学園　特別養護老人ホームさわやかアイリス,2021-08-23 13:55:33 +0900,024-591-2185
870573,社会福祉法人あおぞら福祉会特別養護老人ホーム...,2025-01-04 23:38:34 +0900,045-548-3311
676917,社会福祉法人あかね会特別養護老人ホームあさひ苑,2024-06-12 20:39:48 +0900,富山県高岡市角561
676920,社会福祉法人あかね会特別養護老人ホームあさひ苑ア...,2024-06-12 20:39:49 +0900,富山県高岡市鷲北新171
676871,社会福祉法人あさひ会特別養護老人ホームあたかの郷,2024-06-12 20:39:30 +0900,石川県小松市安宅町ル1番地28
676787,社会福祉法人あすなろ福祉会特別養護老人ホームいやしのさと,2024-06-12 20:38:58 +0900,滋賀県犬上郡豊郷町沢506-1
1007959,社会福祉法人アルペン会特別養護老人ホームアルペ...,2025-04-08 20:36:23 +0900,076-451-1000
995291,社会福祉法人あわの会特別養護老人ホーム幸豊苑,2025-04-02 21:23:13 +0900,047-443-5665
676882,社会福祉法人いずみ福祉会特別養護老人ホームいずみ園,2024-06-12 20:39:35 +0900,石川県金沢市増泉4丁目4番28号
996913,社会福祉法人いずみ福祉会特別養護老人ホームス...,2025-04-02 21:56:16 +0900,024-937-3737
676666,社会福祉法人ウエルケア特別養護老人ホーム伊勢あさま苑,2024-06-12 20:38:09 +0900,三重県津市上浜町6丁目277‐1
844242,社会福祉法人うぐいす会特別養護老人ホーム誉田園,2024-12-10 21:15:23 +0900,043-291-2524
992967,社会福祉法人エンゼル福祉会特別養護老人ホーム藤代なごみの郷,2025-04-02 20:22:48 +0900,0297-82-7530
886575,社会福祉法人かなえ福祉会特別養護老人ホーム　すないの家　千種,2025-01-11 10:53:24 +0900,052-773-7955
886714,社会福祉法人ケアマキス特別養護老人ホームケア...,2025-01-11 10:53:24 +0900,052-693-5461
828716,社会福祉法人けやき福祉会特別養護老人ホーム鈴鹿...,2024-12-01 23:40:39 +0900,059-389-7666
829204,社会福祉法人けやき福祉会特別養護老人ホーム鈴鹿...,2024-12-02 00:01:06 +0900,059-389-7666
829894,社会福祉法人けやき福祉会特別養護老人ホーム鈴鹿...,2024-12-02 00:28:22 +0900,059-389-7666
676935,社会福祉法人こうけん会特別養護老人ホームはくい...,2024-06-12 20:39:55 +0900,石川県羽咋市島出町上1番地3
676936,社会福祉法人こうけん会特別養護老人ホーム第二宝...,2024-06-12 20:39:55 +0900,石川県羽咋郡宝達志水町小川ハ250番地
676883,社会福祉法人こころ小規模特別養護老人ホームこころのだの里,2024-06-12 20:39:35 +0900,石川県金沢市長坂町ヲ192-3
800939,社会福祉法人ザ・ハート・クラブ　デイサービスセンター　サイタ,2024-11-14 19:23:38 +0900,088-856-5761
800826,社会福祉法人ザ・ハート・クラブ　デイサービスセンターサムフォット,2024-11-14 19:23:38 +0900,088-840-7222
847413,社会福祉法人ザ・ハート・クラブ　デイサービスセンターサムフォット,2024-12-11 01:36:20 +0900,088-840-7222
887131,社会福祉法人サン・ビジョン 特別養護老人ホームグレイスフル春日井,2025-01-11 10:53:25 +0900,0568-89-2301
886526,社会福祉法人サン・ビジョン特別養護老人ホームジョイフル布袋,2025-01-11 10:53:24 +0900,0587-51-1811
844222,社会福祉法人サンホーム障害者支援施設金津サンホ...,2024-12-10 21:15:23 +0900,0776-73-5033
163429,社会福祉法人すいよう会特別養護老人ホームアソ...,2022-05-12 11:11:32 +0900,0897-46-5353
844216,社会福祉法人すみれ会吉祥苑デイサービスセンター,2024-12-10 21:15:23 +0900,0598-51-1788・1688
828738,社会福祉法人すみれ会特別養護老人ホーム第二吉...,2024-12-01 23:40:39 +0900,0598-51-1788
829226,社会福祉法人すみれ会特別養護老人ホーム第二吉...,2024-12-02 00:01:06 +0900,0598-51-1788
829916,社会福祉法人すみれ会特別養護老人ホーム第二吉...,2024-12-02 00:28:22 +0900,0598-51-1788
844213,社会福祉法人セントラル特別養護老人ホームもとだて荘,2024-12-10 21:15:23 +0900,0198-41-6131
886541,社会福祉法人せんねん村 グループホームとみやま,2025-01-11 10:53:24 +0900,0563-58-9311
887081,社会福祉法人せんねん村 特別養護老人ホームせんねん村矢曽根,2025-01-11 10:53:24 +0900,0563-65-5533
844212,社会福祉法人そうび会特別養護老人ホームつるぎ荘,2024-12-10 21:15:23 +0900,072-286-2828
870578,社会福祉法人つくし会特別養護老人ホームつくし荘,2025-01-04 23:38:34 +0900,0173-72-7111
844209,社会福祉法人つるかめ特別養護老人ホームつるかめの縁,2024-12-10 21:15:23 +0900,023-652-1255
676897,社会福祉法人となみ野会特別養護老人ホーム砺波ふ...,2024-06-12 20:39:40 +0900,富山県砺波市神島756-1
676611,社会福祉法人ともいき福祉会特別養護老人ホーム...,2024-06-12 20:37:49 +0900,岐阜県岐阜市六条東1-13-12
1008780,社会福祉法人にいがた美咲福祉会特別養護老人ホーム...,2025-04-08 21:05:06 +0900,025-288-5221
801164,社会福祉法人ネットファミリー  グループホームトマトの樹,2024-11-14 19:23:39 +0900,088-878-7588
676889,社会福祉法人はくさん会特別養護老人ホーム美杉の郷,2024-06-12 20:39:37 +0900,石川県白山市桑島4号87番地5
676620,社会福祉法人はしま特別養護老人ホーム光輝苑,2024-06-12 20:37:52 +0900,岐阜県羽島市桑原町東方287-1
676934,社会福祉法人ひみ福祉会特別養護老人ホームすわ苑,2024-06-12 20:39:54 +0900,富山県氷見市柳田字諏訪野3892番地の1
1007950,社会福祉法人ひみ福祉会特別養護老人ホームすわ苑,2025-04-08 20:36:23 +0900,0766-91-2627
800842,社会福祉法人ファミーユ高知　高知ハビリテーリングセンター,2024-11-14 19:23:38 +0900,088-842-1921
676617,社会福祉法人フェニックスグループホームサニーテ...,2024-06-12 20:37:51 +0900,岐阜県各務原市須衛町1-132
835555,社会福祉法人ふくじゅの森特別養護老人ホーム寛ぎの郷,2024-12-03 12:46:33 +0900,0224-51-8211
800845,社会福祉法人ふるさと自然村　グループホームのいち,2024-11-14 19:23:38 +0900,0887-56-3388
800791,社会福祉法人ふるさと自然村　グループホームやす,2024-11-14 19:23:38 +0900,0887-54-1213
800854,社会福祉法人ふるさと自然村　グループホームやす,2024-11-14 19:23:38 +0900,0887-54-1213
847437,社会福祉法人ふるさと自然村　グループホームやす,2024-12-11 01:36:20 +0900,0887-54-1213
847504,社会福祉法人ふるさと自然村　グループホームやす,2024-12-11 01:36:20 +0900,0887-54-1213
800928,社会福祉法人ふるさと自然村　グループホーム大津,2024-11-14 19:23:38 +0900,088-866-3091
847450,社会福祉法人ふるさと自然村　グループホーム大津,2024-12-11 01:36:20 +0900,088-866-3091
800796,社会福祉法人ふるさと自然村　特別養護老人ホームたち...,2024-11-14 19:23:38 +0900,088-864-0900
847497,社会福祉法人ふるさと自然村　特別養護老人ホームたちばなの里,2024-12-11 01:36:20 +0900,088-864-0900
847531,社会福祉法人ふるさと自然村 特別養護老人ホームふる...,2024-12-11 01:36:20 +0900,088-828-8488
800787,社会福祉法人ふるさと自然村　特別養護老人ホームふるさとの丘,2024-11-14 19:23:38 +0900,088-828-8488
800793,社会福祉法人ふるさと自然村　特別養護老人ホーム陽だ...,2024-11-14 19:23:38 +0900,088-866-0288
800876,社会福祉法人ふるさと自然村　養護老人ホーム双名園,2024-11-14 19:23:38 +0900,0889-52-2439
153190,社会福祉法人ほほえみ福祉会特別養護老人ホーム...,2022-05-04 11:19:14 +0900,0594-82-7711
847366,社会福祉法人まほろば福祉会特別養護老人ホーム扇寿,2024-12-11 01:36:20 +0900,087-815-8231
848041,社会福祉法人まほろば福祉会特別養護老人ホーム扇寿,2024-12-11 01:38:03 +0900,087-815-8231
886660,社会福祉法人みどりの里 特別養護老人ホーム豊水園,2025-01-11 10:53:24 +0900,0565-74-2680
886368,社会福祉法人みどりの里特別養護老人ホーム笑いの家,2025-01-11 10:53:23 +0900,0565-58-4165
1007745,社会福祉法人みのりの村特別養護老人ホーム海,2025-04-08 20:36:23 +0900,0475-80-5010
844184,社会福祉法人やすらぎ福祉会特別養護老人ホームや...,2024-12-10 21:15:23 +0900,076-269-0808
886690,社会福祉法人ユーアンドアイ特別養護老人ホーム額田の里,2025-01-11 10:53:24 +0900,0564-82-4370
870583,社会福祉法人ユニケアグループホームたいじん荘,2025-01-04 23:38:34 +0900,0223-33-1601
835588,社会福祉法人ユニケア特別養護老人ホームけいけん荘,2024-12-03 12:46:33 +0900,0223-34-8166
1005748,社会福祉法人ユニケア特別養護老人ホームけいけん荘,2025-04-08 17:58:45 +0900,0223-34-8166
590455,社会福祉法人わかたけ共済部デイサービスセンター...,2024-04-25 05:58:09 +0900,0778-54-7300
590370,社会福祉法人わかたけ共済部養護老人ホーム太子園,2024-04-25 05:57:29 +0900,077-823-0600
590405,社会福祉法人一乗谷友愛会グループホームあさくら,2024-04-25 05:57:47 +0900,0776-41-8408
676942,社会福祉法人三寿会特別養護老人ホーム三寿苑,2024-06-12 20:39:58 +0900,富山市大島三丁目147番地
676928,社会福祉法人三福特別養護老人ホーム氷見鶴寿苑,2024-06-12 20:39:52 +0900,富山県氷見市鞍川1902-4
1007944,社会福祉法人三福特別養護老人ホーム氷見鶴寿苑,2025-04-08 20:36:23 +0900,0766-72-2310
676643,社会福祉法人三重ベタニヤ地域密着型特別養護老人ホームグレイスホーム,2024-06-12 20:38:01 +0900,三重県津市豊が丘五丁目47番6-1号
828620,社会福祉法人三重健寿会特別養護老人ホーム往還,2024-12-01 23:40:39 +0900,059-377-6011
829108,社会福祉法人三重健寿会特別養護老人ホーム往還,2024-12-02 00:01:06 +0900,059-377-6011
829798,社会福祉法人三重健寿会特別養護老人ホーム往還,2024-12-02 00:28:22 +0900,059-377-6011
844165,社会福祉法人三重健寿会特別養護老人ホーム往還,2024-12-10 21:15:23 +0900,059-377-6011
1008982,社会福祉法人三重健寿会特別養護老人ホーム往還,2025-04-08 21:05:06 +0900,059-377-6011
844164,社会福祉法人三重福祉会特別養護老人ホーム陽光苑,2024-12-10 21:15:23 +0900,059-331-5183
676891,社会福祉法人久楽会白山ぬくもりホーム,2024-06-12 20:39:38 +0900,石川県白山市八ツ矢町124番地1
844156,社会福祉法人二津屋福祉会ロゼホームつきみ野,2024-12-10 21:15:23 +0900,046-272-8808
676662,社会福祉法人伊勢亀鈴会宮の里ミタスメモリアルホーム,2024-06-12 20:38:08 +0900,三重県鈴鹿市八野町428-1
382511,社会福祉法人伸生紀居宅介護支援センターこもれび,2022-11-21 18:39:27 +0900,0964-47-6200
